"","ResponseId","Q2","Q11","t2"
"819","R_pFtVUyIcG8RnjJT","louisiana","rice","rice"
"820","R_pFtVUyIcG8RnjJT","louisiana","sugarcane","sugarcane"
"821","R_pFtVUyIcG8RnjJT","louisiana","pecans","pecans"
"822","R_3m7QvsO60to2sLu","arkansas","cotton","cotton"
"823","R_3m7QvsO60to2sLu","arkansas","hay","hay"
"824","R_1BXZ3jO6NKx3zpK","missouri","carrots","carrots"
"825","R_10wNigAxRq3LOst","louisiana","rice","rice"
"826","R_2Wx1M3qI7peIfMT","louisiana","beer","beer"
"827","R_doFtzYy5irINTjP","missouri","corn","corn"
"828","R_2n9Amey3Gl4EKCR","arkansas","none","none"
"829","R_2P6AL2TipT9G9jA","tennessee","eggs","eggs"
"830","R_1IBp32Gy2aF9HI0","tennessee","seafood","fish"
"831","R_2uOGoax1sdSNVqd","tennessee","oranges","oranges"
"832","R_1kY9ffFOLRXPCUy","mississippi","peanuts","peanuts"
"833","R_3e4T3ArFGf5OUOp","missouri","rice","rice"
"834","R_u9xKTlcgHZjgTMR","tennessee","tobacco","tobacco"
"835","R_umQudvNcuvoM4Zb","arkansas","tomatoes","tomatoes"
"836","R_10GaptmzPokxd1Z","mississippi","corn","corn"
"837","R_RkrN5H3i2ftTnH3","arkansas","rice","rice corn sugar"
"838","R_RkrN5H3i2ftTnH3","arkansas","corn","rice corn sugar"
"839","R_RkrN5H3i2ftTnH3","arkansas","sugarcane","rice corn sugar"
"840","R_27qHSd125yjsXQF","louisiana","pecans","pecans"
"841","R_27qHSd125yjsXQF","louisiana","peas","peas"
"842","R_1FEucabU1JIF8RW","louisiana","corn","corn"
"843","R_1FEucabU1JIF8RW","louisiana","soybeans","soybeans"
"844","R_1FEucabU1JIF8RW","louisiana","rice","rice"
"845","R_2ALKMZRJKRguKd6","tennessee","none","none"
"846","R_2VjZ8gsrg9DJ6D3","tennessee","corn","corn"
"847","R_2VjZ8gsrg9DJ6D3","tennessee","tomatoes","tomatoes"
"848","R_2VjZ8gsrg9DJ6D3","tennessee","potatoes","potatoes"
"849","R_2VjZ8gsrg9DJ6D3","tennessee","peas","peas"
"850","R_2VjZ8gsrg9DJ6D3","tennessee","soybeans","soybeans"
"851","R_1M569FUkrsw9mqn","missouri","corn","corn"
"852","R_1M569FUkrsw9mqn","missouri","soybeans","soybeans"
"853","R_3DkBh8rYioxBmnM","mississippi","chicken","chicken"
"854","R_3DkBh8rYioxBmnM","mississippi","beef","beef"
"855","R_2YrAuvAHJ2Gliya","louisiana","potatoes","potatoes"
"856","R_3iKdZd1TWhJ7Kzq","louisiana","seafood","fish"
"857","R_PFZ8LoPETwqGYet","arkansas","apple","apple"
"858","R_3gTPuPxFEhfd2Fv","missouri","corn","corn"
"859","R_3exjxdpc32Lf7ZY","tennessee","mushrooms","mushrooms"
"860","R_2OVERgmImNqKdd3","tennessee","blackberries","blackberries"
"861","R_2RVOZeuWur7zDnd","louisiana","turnips","turnips"
"862","R_2wukS23HbH4TsIq","tennessee","grapes","grapes"
"863","R_u4G9N6yvxHi5QT7","arkansas","collardgreens","collardgreens turnips"
"864","R_u4G9N6yvxHi5QT7","arkansas","turnips","collardgreens turnips"
"865","R_1PUzl6AxHoJwgFH","louisiana","seafood","crawfish"
"866","R_297bZBpYYRwpKkI","missouri","onions","onions"
"867","R_2ZWAKeUWDwY3IRo","mississippi","potatoes","potatoes"
"868","R_265PWoH7WtVo0FG","tennessee","seafood","seafood"
"869","R_1GHb8RBFpSLmdgB","tennessee","corn","corn"
"870","R_2qvHoFTzYJtFBLI","mississippi","corn","corn"
"871","R_1TEkboogTI3qISt","arkansas","oranges","oranges"
"872","R_3Gr264T4Y8UEwxu","tennessee","soybeans","soybeans"
"873","R_3Hn3NlclPMgQ44s","arkansas","vegetables","vegetables"
"874","R_8CguiqQ95fHOuJz","arkansas","rice","rice"
"875","R_8CguiqQ95fHOuJz","arkansas","sweetpotatoes","sweetpotatoes"
"876","R_8CguiqQ95fHOuJz","arkansas","wheat","wheat"
"877","R_8CguiqQ95fHOuJz","arkansas","corn","corn"
"878","R_8CguiqQ95fHOuJz","arkansas","peanuts","peanuts"
"879","R_2vjrJkBj8QkfRxW","tennessee","trout","trout"
"880","R_1K7S16xxCML9LAQ","tennessee","corn","corn"
"881","R_3nqNFLJueTkjfMA","mississippi","corn","corn"
"882","R_3nqNFLJueTkjfMA","mississippi","potatoes","potatoes"
"883","R_3nqNFLJueTkjfMA","mississippi","soybeans","soybeans"
"884","R_3nqNFLJueTkjfMA","mississippi","rice","rice"
"885","R_ZmyxYQ3rg4w7m1z","missouri","rice","rice"
"886","R_sUo8dOnkA9bqhTH","tennessee","soybeans","soybeans"
"887","R_1jfvjTihAAk7cJp","mississippi","seafood","fish"
"888","R_24rfN0CrbJzdIst","mississippi","peanuts","peanuts"
"889","R_24rfN0CrbJzdIst","mississippi","watermelon","watermelon"
"890","R_2dQKo1WH9ZCmpCO","tennessee","corn","corn"
"891","R_3oXWfr6wuZSzWcu","tennessee","none","none"
"892","R_RCRfVks64EY9ymJ","arkansas","rice","rice"
"893","R_RCRfVks64EY9ymJ","arkansas","wheat","wheat"
"894","R_RCRfVks64EY9ymJ","arkansas","soybeans","soybeans"
"895","R_RCRfVks64EY9ymJ","arkansas","corn","corn"
"896","R_2pS704iHAFyzw25","tennessee","soybeans","soybeans"
"897","R_2QyuCTka27xjy37","tennessee","corn","corn"
"898","R_ufEKrKmGONnftrH","tennessee","corn","corn"
"899","R_bOCGTH6DTq7zfZD","mississippi","corn","corn catfish"
"900","R_bOCGTH6DTq7zfZD","mississippi","catfish","corn catfish"
"901","R_3emjy90k7yEdAIJ","arkansas","cotton","cotton"
"902","R_22K6hmPDvYSU76u","mississippi","rice","rice"
"903","R_1mrsKv5b0sroiOB","missouri","rice","rice"
"904","R_2wEnMAMD1SNuNnR","tennessee","pawpaws","pawpaws"
"905","R_9Buc5KeYqgVTpAd","arkansas","pecans","pecans"
"906","R_3PYTL0EHiCCEjOJ","mississippi","corn","corn"
"907","R_3D8iREKD2ndyQMh","tennessee","meat","meat"
"908","R_3D8iREKD2ndyQMh","tennessee","pork","pork"
"909","R_3qDRZ8RX9JRhFam","louisiana","corn","corn"
"910","R_0pKeThkFrVBxQlP","missouri","soybeans","soybeans"
"911","R_29tQaQDmTpoft8i","arkansas","berries","berries"
"912","R_T2iz7mLxJm5EpW1","tennessee","bread","bread"
"913","R_3fWcYeRi1QuVqsU","tennessee","rice","rice"
"914","R_3fWcYeRi1QuVqsU","tennessee","fruit","fruit"
"915","R_1C3ZWh4ZWJbPMtP","louisiana","seafood","seafood"
"916","R_21oHtCaePGVeLKi","mississippi","apple","apple pizza fruit"
"917","R_21oHtCaePGVeLKi","mississippi","fruit","apple pizza fruit"
"918","R_28YsPKhOtU2TjBj","tennessee","none","none"
"919","R_3fBMUvEf4aKEy1u","tennessee","pork","pork"
"920","R_ZfslHiRQrjVyy4x","tennessee","soybeans","soybeans"
"921","R_ZfslHiRQrjVyy4x","tennessee","tomatoes","tomatoes"
"922","R_ZfslHiRQrjVyy4x","tennessee","corn","corn"
"923","R_XY7Q7zG7PDjCbNn","tennessee","seafood","shrimp"
"924","R_1IZySR5zrpWiaAD","louisiana","jambalaya","jambalaya gumbo etouffee"
"925","R_2wcrhuV8kMZNqi2","arkansas","rice","rice"
"926","R_2b1ddSooSHlzk0Q","tennessee","wheat","wheat"
"927","R_SW4fKQ3C2ul3Xrj","mississippi","carrots","carrots"
"928","R_1PXEfHZsDmeQ9oo","mississippi","seafood","fish"
"929","R_3HYR56Jl464vj8t","mississippi","chicken","chicken"
"930","R_3qVe6xHXR66c1ZP","arkansas","corn","corn"
"931","R_2xRe8k40ezkl3ZW","louisiana","corn","corn"
"932","R_2UbdyLMUEmHcG1c","mississippi","corn","corn"
"933","R_2UbdyLMUEmHcG1c","mississippi","wheat","wheat"
"934","R_2UbdyLMUEmHcG1c","mississippi","rice","rice"
"935","R_pMLTKGDMxNUswdr","arkansas","cotton","cotton"
"936","R_O1MyMY0LD1xHEJz","missouri","greens","greens"
"937","R_3JqppVlA6hTZSRt","tennessee","none","none"
"938","R_1DRPB20YxaudWUK","arkansas","peanuts","peanuts"
"939","R_2CrhNIZ4jRJMOKS","arkansas","rice","rice"
"940","R_3JZdgRpmUjHxZu1","tennessee","rice","rice"
"941","R_3JZdgRpmUjHxZu1","tennessee","corn","corn"
"942","R_3JZdgRpmUjHxZu1","tennessee","tomatoes","tomatoes"
"943","R_RIiRQt56ZOzKRNf","mississippi","sauce","sauce"
"944","R_2ZIWlpbtndm4qHy","louisiana","seafood","shrimp"
"945","R_2cuRwMQrj0oM1LS","missouri","soybeans","soybeans"
"946","R_3I6JL9ZStAAIkcK","missouri","soybeans","soybeans"
"947","R_2hED6WsGILnd5OF","tennessee","none","none"
"948","R_3J7NUt2ryaL4N2B","arkansas","wheat","wheat"
"949","R_12cgXgXECvaUfoU","arkansas","seafood","fish"
"950","R_3sntKMxSMTRxjdY","mississippi","seafood","fish"
"951","R_cO64kGujX28elWh","tennessee","corn","corn"
"952","R_29npj87jlBJ09lG","missouri","corn","corn"
"953","R_3k7WXVfvL459v1V","missouri","corn","corn"
"954","R_3k7WXVfvL459v1V","missouri","wheat","wheat"
"955","R_sCrQrzK8xBT8HJv","missouri","corn","corn"
"956","R_sCrQrzK8xBT8HJv","missouri","soybeans","soybeans"
"957","R_sCrQrzK8xBT8HJv","missouri","wheat","wheat"
"958","R_6M8s67NHYnApybT","tennessee","onions","onions"
"959","R_Tn0lqFXOJzI8prP","tennessee","oranges","oranges"
"960","R_10xhhd6ngBHDjae","arkansas","potatoes","potatoes"
"961","R_ufzEy7K9IZqiOIx","tennessee","pumpkin","pumpkin"
"962","R_2Y9WX8bQ6KXigAK","arkansas","rice","rice"
"963","R_33vFQB5jEj620a0","arkansas","soybeans","soybeans"
"964","R_30629J5gM0Tgq5c","tennessee","beef","beef"
"965","R_3hyy5oj3IGhFPCe","missouri","tomatoes","tomatoes"
"966","R_12bt0ySHg7uwbMc","tennessee","tomatoes","tomatoes"
"967","R_29nx3yOWxem9FhM","arkansas","wheat","wheat"
"968","R_1Ce8bOelNUaRKqN","mississippi","soybeans","soybeans"
"969","R_1Ce8bOelNUaRKqN","mississippi","corn","corn"
"970","R_1Ce8bOelNUaRKqN","mississippi","seafood","fish"
"971","R_uxCuBdA4vGHZSGR","tennessee","potatoes","potatoes"
"972","R_uxCuBdA4vGHZSGR","tennessee","squash","squash"
"973","R_uxCuBdA4vGHZSGR","tennessee","soybeans","soybeans"
"974","R_uxCuBdA4vGHZSGR","tennessee","corn","corn"
"975","R_uxCuBdA4vGHZSGR","tennessee","peas","peas"
"976","R_3iyeio3nTxcV9si","tennessee","soybeans","soybeans"
"977","R_2rDd4fG0HZzXHhv","louisiana","wheat","wheat"
"978","R_1NhrDSM9fRsNK7e","tennessee","wheat","wheat"
"979","R_esWoe6fk7Y1xfkB","tennessee","cupcakes","cupcakes"
"980","R_7V4fQEd6kfuZRvj","arkansas","vegetables","vegetables"
"981","R_2ClWYZTT61PWsXZ","missouri","toasted","toasted ravioli"
"982","R_2ZQhvScwRijVFWf","tennessee","seafood","seafood"
"983","R_1ieTRiVx5QGLavl","louisiana","chicken","chicken"
"984","R_2PbYtZruzOdH0j8","mississippi","tomatoes","tomatoes"
"985","R_27OPWzuwHSaFzlZ","missouri","soybeans","soybeans"
"986","R_OI5yWWTacpDFTeV","tennessee","corn","tacos corn"
"987","R_23Tzt6ZkzoeMlxf","louisiana","oranges","oranges"
"988","R_23Tzt6ZkzoeMlxf","louisiana","peaches","peaches"
"989","R_elf7qoqfDOc7OBX","louisiana","seafood","crawfish"
"990","R_1pJQnokE2ogUx2R","arkansas","soybeans","soybeans"
"991","R_1fdY1GpvAA9hRHz","louisiana","biscuits","biscuits"
"992","R_2Ya1kJ016DnUyj3","mississippi","seafood","fish"
"993","R_2Ya1kJ016DnUyj3","mississippi","corn","corn"
"994","R_2Ya1kJ016DnUyj3","mississippi","greens","greens"
"995","R_30uTmIDxBkXZOeZ","arkansas","corn","corn"
"996","R_3ejWSDFMikVdgy7","missouri","corn","corn"
"997","R_3HhQeukxFPKVRmQ","missouri","corn","corn"
"998","R_TcLB5qYjnYWz4K5","mississippi","corn","corn
rice"
"999","R_TcLB5qYjnYWz4K5","mississippi","rice","corn
rice"
"1000","R_TiP1dDB2ZiRXGdX","tennessee","cotton","cotton"
"1001","R_1kM3pX7a8HFGmAm","arkansas","cotton","cotton"
"1002","R_1kM3pX7a8HFGmAm","arkansas","rice","rice"
"1003","R_R3Hj1QoFwQoOWnn","tennessee","cotton","cotton"
"1004","R_R3Hj1QoFwQoOWnn","tennessee","soybeans","soybeans"
"1005","R_R3Hj1QoFwQoOWnn","tennessee","rice","rice"
"1006","R_1Cmz5YQ3lJRVwmm","louisiana","seafood","crawfish
shrimp"
"1007","R_1Cmz5YQ3lJRVwmm","louisiana","seafood","crawfish
shrimp"
"1008","R_1polefTrnrGwQF2","louisiana","grains","grains"
"1009","R_2QYbqaLUDoObjDH","louisiana","none","none"
"1010","R_bmyqnoqTVdTZHG1","arkansas","none","none"
"1011","R_2WOJED2rumUKlul","louisiana","okra","okra"
"1012","R_2WOJED2rumUKlul","louisiana","seafood","fish"
"1013","R_22zgCmLQCV40HaR","tennessee","peanuts","peanuts"
"1014","R_yLcxCAumyvbwkN3","missouri","peanuts","peanuts"
"1015","R_2zFNhgKu7LYWVhj","tennessee","persimmons","persimmons"
"1016","R_33v5NOeuu1S6Df6","arkansas","potatoes","potatoes"
"1017","R_1St9MjBrhMordZv","louisiana","raisin","raisin"
"1018","R_2QnFkE2yXZO6znu","louisiana","rice","rice"
"1019","R_2rjAaWJknOfOwjZ","louisiana","rice","rice"
"1020","R_1OTEkgryVeYZdVn","arkansas","rice","rice"
"1021","R_1LYyEz6BEJtYmMB","arkansas","rice","rice"
"1022","R_1DqjrNnbp8IjIs9","tennessee","rice","rice"
"1023","R_3OqO7APzCnnXseD","missouri","rice","rice"
"1024","R_DGKfa2nOlROrvFL","tennessee","rice","rice"
"1025","R_OoLI5Jd2NaLpHvH","arkansas","rice","rice"
"1026","R_1OppmAYCdGPWp3B","tennessee","rice","rice"
"1027","R_2y8l9qBBNhjDLmI","arkansas","rice","rice"
"1028","R_3iCgHu089veOJ5p","tennessee","rice","rice"
"1029","R_3iCgHu089veOJ5p","tennessee","cocoa","cocoa"
"1030","R_3iCgHu089veOJ5p","tennessee","cotton","cotton"
"1031","R_3syJPqSeVn9ozUJ","arkansas","rice","rice"
"1032","R_3syJPqSeVn9ozUJ","arkansas","cotton","cotton"
"1033","R_3syJPqSeVn9ozUJ","arkansas","soybeans","soybeans"
"1034","R_1oHblzScyFS4GTp","louisiana","seafood","shrimp"
"1035","R_3DbcfRc0bXEXd6s","missouri","sorghum","sorghum"
"1036","R_1daFOAQ5ORrnIJ7","arkansas","soybeans","soybeans cotton corn"
"1037","R_1daFOAQ5ORrnIJ7","arkansas","cotton","soybeans cotton corn"
"1038","R_1daFOAQ5ORrnIJ7","arkansas","corn","soybeans cotton corn"
"1039","R_3qPEjXzjrge1GhE","arkansas","soybeans","soybeans"
"1040","R_3lYLdXMnQPlCm0z","missouri","wheat","wheat"
"1041","R_3Rr0vKd80X4lAcs","tennessee","wheat","wheat"
"1042","R_3Rr0vKd80X4lAcs","tennessee","cotton","cotton"
"1043","R_1i8u2elgeP8eVdL","tennessee","greens","greens"
"1044","R_9Bl1qM7NMojLSil","tennessee","pasta","pasta pumpkin"
"1045","R_9Bl1qM7NMojLSil","tennessee","pumpkin","pasta pumpkin"
"1046","R_30wWIQWURlvdpsS","mississippi","soybeans","soybeans"
"1047","R_1Ne7RectRRf3afa","arkansas","rice","rice"
"1048","R_1Ne7RectRRf3afa","arkansas","chicken","chicken"
"1049","R_xbFMjvpFpkpsfuh","arkansas","deltatamales","deltatamales"
"1050","R_33dMkFi9GKXOGYa","arkansas","rice","rice soybeans"
"1051","R_33dMkFi9GKXOGYa","arkansas","soybeans","rice soybeans"
"1052","R_3HnvhYTxsoe0Z58","arkansas","beans","beans rice"
"1053","R_3HnvhYTxsoe0Z58","arkansas","rice","beans rice"
"1054","R_2B8QoMKVAbCVJCY","tennessee","cotton","cotton
soybeans"
"1055","R_2B8QoMKVAbCVJCY","tennessee","soybeans","cotton
soybeans"
"1056","R_1MLCwDPA3NFcpTc","missouri","soybeans","soybeans"
"1057","R_1MLCwDPA3NFcpTc","missouri","corn","corn"
"1058","R_1MLCwDPA3NFcpTc","missouri","sorghum","sorghum"
"1059","R_1MLCwDPA3NFcpTc","missouri","rice","rice"
"1060","R_1MLCwDPA3NFcpTc","missouri","wheat","wheat"
"1061","R_2PaEAIdKDAf8nUG","mississippi","soybeans","soybeans"
"1062","R_BPc2lAt58boKCfn","tennessee","seafood","fish"
"1063","R_10TbaarGVWWzhWB","missouri","flautas","flautas"
"1064","R_2y1ouONgcAR7pIU","louisiana","peanuts","peanuts"
"1065","R_O2tXVFgEzDrxn2x","tennessee","sausage","sausage"
"1066","R_2rSo914gzzZZ74t","arkansas","seafood","seafood"
"1067","R_1isbtleHpDelD8w","tennessee","sausage","sausage"
"1068","R_9QYBlLgfSDEPVYd","tennessee","seafood","fish"
"1069","R_3knZ7ip29wvxTHM","tennessee","chicken","chicken"
"1070","R_3ixR9H5r6M4itUV","louisiana","corn","corn"
"1071","R_eycnZy22i09EWw9","tennessee","seafood","fish"
"1072","R_2zhTySUfBbUpmrJ","missouri","seafood","fish"
"1073","R_33jQVOs93Nesc3t","louisiana","seafood","seafood"
"1074","R_uq7ZmFdWVxuPmMx","arkansas","trout","trout"
"1075","R_3Pug1hLjw7yT4Cc","louisiana","seafood","fish"
"1076","R_DBIspAiyPwab5yF","tennessee","seafood","fish"
"1077","R_PYWoW33h5suvNeN","louisiana","cotton","cotton"
"1078","R_1pmlG5tkoY74PJc","mississippi","seafood","crawfish"
"1079","R_1ouuVeb9wBLt4WP","louisiana","seafood","crawfish"
"1080","R_3UaZxlDBIoHqGXL","arkansas","seafood","fish"
"1081","R_2Sjdx6kp7CAjA8Q","louisiana","seafood","fish"
"1082","R_2Sjdx6kp7CAjA8Q","louisiana","seafood","shrimp"
"1083","R_2Sjdx6kp7CAjA8Q","louisiana","oysters","oysters"
"1084","R_2Sjdx6kp7CAjA8Q","louisiana","crayfish","crayfish"
"1085","R_2fAG0HNq0jDdJ58","louisiana","seafood","fish"
"1086","R_ywLLM5hf50Bqtwd","louisiana","seafood","shrimp"
"1087","R_ywLLM5hf50Bqtwd","louisiana","seafood","crawfish"
"1088","R_ywLLM5hf50Bqtwd","louisiana","cotton","cotton"
"1089","R_23dV9ear4S6W6fJ","arkansas","seafood","crawfish"
"1090","R_23dV9ear4S6W6fJ","arkansas","seafood","fish"
"1091","R_1FrCEvz8nSq3hGm","mississippi","seafood","fish"
"1092","R_1FrCEvz8nSq3hGm","mississippi","soybeans","soybeans"
"1093","R_1FrCEvz8nSq3hGm","mississippi","rice","rice"
"1094","R_1FrCEvz8nSq3hGm","mississippi","blueberries","blueberries"
"1095","R_4122pULWc2xS29H","missouri","pork","pork"
"1096","R_w0pWeIZ2JrApeRr","tennessee","corn","corn"
"1097","R_XU14LyhgEI1np9n","missouri","corn","corn"
"1098","R_2SfaKSu6fPRKT7v","missouri","wheat","wheat"
"1099","R_3qmFy0RMtqnE2hH","arkansas","rice","rice"
"1100","R_3a92ut2TIwNOaGJ","arkansas","corn","corn"
"1101","R_8BRHMUYOoWNBh6x","arkansas","cotton","cotton"
"1102","R_8BRHMUYOoWNBh6x","arkansas","soybeans","soybeans"
"1103","R_8BRHMUYOoWNBh6x","arkansas","rice","rice"
"1104","R_2fEcf88mdq0zmbQ","mississippi","msseafood","msseafood"
"1105","R_e2P9tSW1Xux7pAd","tennessee","sugarcane","sugarcane"
"1106","R_p4vn9sBKaFK2KLT","mississippi","corn","corn"
"1107","R_1hA1HfyZPcfmguv","louisiana","dumpling","dumpling coffee lemonade"
"1108","R_1hA1HfyZPcfmguv","louisiana","coffee","dumpling coffee lemonade"
"1109","R_1hA1HfyZPcfmguv","louisiana","lemonade","dumpling coffee lemonade"
"1110","R_12L7keWAk04rKcv","missouri","corn","corn watermelon"
"1111","R_12L7keWAk04rKcv","missouri","watermelon","corn watermelon"
"1112","R_324uk4cTGnhJUiH","arkansas","rice","rice"
"1113","R_3EAPJUPq6iYpe7C","mississippi","blueberries","blueberries"
"1114","R_1Q6EU7McUiSRU1B","tennessee","oranges","oranges"
"1115","R_2ctryJJhfMG9AoT","tennessee","soybeans","soybeans"
"1116","R_2ctryJJhfMG9AoT","tennessee","greenbeans","greenbeans"
"1117","R_2ctryJJhfMG9AoT","tennessee","corn","corn"
"1118","R_2zu0Iw5YWCLbMP7","tennessee","corn","corn"
"1119","R_ph0Xz7Rf2l6njhf","missouri","grapes","grapes"
"1120","R_3qpuiYKBzHqS7rs","tennessee","tomatoes","tomatoes"
"1121","R_3Mta16ymTMQQ45l","louisiana","cotton","cotton
soybeans
corn"
"1122","R_3Mta16ymTMQQ45l","louisiana","soybeans","cotton
soybeans
corn"
"1123","R_3Mta16ymTMQQ45l","louisiana","corn","cotton
soybeans
corn"
"1124","R_27UzGYLnPDfwslv","mississippi","corn","corn"
"1125","R_27UzGYLnPDfwslv","mississippi","soybeans","soybeans"
"1126","R_0TzECTxZlbliAfL","tennessee","macncheese","macncheese"
"1127","R_2ck0x4a8FLfzcLY","louisiana","apple","apple"
"1128","R_2EhkwbSxVLbp3xY","louisiana","cotton","cotton"
"1129","R_2YrIhpK1cY8A98T","missouri","cotton","cotton"
"1130","R_1eQtLDElrZBL8Gx","tennessee","peanuts","peanuts"
"1131","R_yL16Z5mwD4gD31L","louisiana","corn","corn rice"
"1132","R_yL16Z5mwD4gD31L","louisiana","rice","corn rice"
"1133","R_2wsP7J3pL4IMvdp","louisiana","rice","rice"
"1134","R_1P1nlgguC7Nn7ai","louisiana","sugarcane","sugarcane"
"1135","R_3FOQ1V1QnRZ7DPm","tennessee","none","none"
"1136","R_2ZUDWO2tEMtiygM","mississippi","seafood","fish"
"1137","R_2VdxnJ51QUjKclB","mississippi","salad","salad"
"1138","R_Ab17VcFbcI4gs9z","arkansas","beef","beef"
"1139","R_qzj301FtMNDALFD","tennessee","cotton","cotton"
"1140","R_1OHWnikBfl6x43q","tennessee","soybeans","soybeans"
"1141","R_u9u42dingARf7r3","louisiana","cotton","cotton rice"
"1142","R_u9u42dingARf7r3","louisiana","rice","cotton rice"
"1143","R_Q3z782jYfKB3acV","tennessee","cotton","cotton"
"1144","R_2AF0QuSuZAW1Wnz","missouri","watermelon","watermelon"
"1145","R_2AF0QuSuZAW1Wnz","missouri","peanuts","peanuts"
"1146","R_3Phlc9NmQD37PHa","mississippi","corn","corn"
"1147","R_2EcbB4IJAdojjP3","louisiana","seafood","crawfish"
"1148","R_2EcbB4IJAdojjP3","louisiana","rice","rice"
"1149","R_1dzXszLgz01cjv2","louisiana","corndogs","corndogs"
"1150","R_bPgcN9O1rljBXc5","tennessee","seafood","seafood"
"1151","R_pcOsDV2oRnBaHuN","louisiana","seafood","crawfish"
"1152","R_3GB863XqOFpfQdb","arkansas","rice","rice"
"1153","R_2as0DXjdeUninzP","tennessee","cotton","cotton"
"1154","R_p5B39bpjQRmquHL","tennessee","potatoes","potatoes"
"1155","R_2yfJjRh0nbY5PN9","missouri","vegetables","vegetables"
"1156","R_2RajRQwrkseIjYl","tennessee","corn","corn soybeans"
"1157","R_2RajRQwrkseIjYl","tennessee","soybeans","corn soybeans"
"1158","R_25YBYIhehhqSVRr","mississippi","lettuce","lettuce"
"1159","R_2XhrmHZ0dA0WM5E","tennessee","seafood","fish"
"1160","R_2wjz3XUy5x76h8D","missouri","corn","corn"
"1161","R_2qfIb567uk9fqwk","mississippi","corn","corn"
"1162","R_1OgF9Dpr8UCG6R3","arkansas","corn","corn"
"1163","R_ToVup6hcvBuqNax","louisiana","corn","corn"
"1164","R_3iQn0OEuv2oOqa4","missouri","cotton","cotton"
"1165","R_2TTUKmTX9T16bZe","louisiana","greenbeans","greenbeans"
"1166","R_2TTUKmTX9T16bZe","louisiana","corn","corn"
"1167","R_Bzv1ey3WDqqFqCd","arkansas","rice","rice"
"1168","R_VI1PJynkp6EC6LT","mississippi","seafood","seafood"
"1169","R_1ir5b1JlHPuQIXS","tennessee","soybeans","soybeans"
"1170","R_ukuiQugT4jACMiR","arkansas","soybeans","soybeans"
"1171","R_2QoBfgBwQIoEQv4","louisiana","sugarcane","sugarcane"
"1172","R_1oC5gphJyvFggNr","missouri","sweetpotatoes","sweetpotatoes 
wheat
corn
tomatoes"
"1173","R_1oC5gphJyvFggNr","missouri","wheat","sweetpotatoes 
wheat
corn
tomatoes"
"1174","R_1oC5gphJyvFggNr","missouri","corn","sweetpotatoes 
wheat
corn
tomatoes"
"1175","R_1oC5gphJyvFggNr","missouri","tomatoes","sweetpotatoes 
wheat
corn
tomatoes"
"1176","R_3lQYhuygOqdAFge","missouri","corn","corn
wheat
soybeans"
"1177","R_3lQYhuygOqdAFge","missouri","wheat","corn
wheat
soybeans"
"1178","R_3lQYhuygOqdAFge","missouri","soybeans","corn
wheat
soybeans"
"1179","R_3HBpta9Skb8VW5R","tennessee","none","none"
"1180","R_12xmxEfm3YPcLNO","louisiana","alligator","alligator"
"1181","R_dcaXfnkag8lBTah","arkansas","pork","pork"
"1182","R_55zNcw17txtdLQB","tennessee","none","none"
"1183","R_XoeKWz5ffgHWoJr","tennessee","wheat","wheat"
"1184","R_2B9yZf592XNtZ33","missouri","countryfriedsteak","countryfriedsteak"
"1185","R_27rIRDi4DAaiqKG","arkansas","rice","rice"
"1186","R_27rIRDi4DAaiqKG","arkansas","seafood","fish"
"1187","R_27rIRDi4DAaiqKG","arkansas","soybeans","soybeans"
"1188","R_27lONjEj5UNz21N","tennessee","cotton","cotton"
"1189","R_3lzU10J7qUWcUav","arkansas","bison","bison"
"1190","R_1FxqOQorZlhK2fV","louisiana","corn","corn"
"1191","R_2uDj4ZbKoXfDuJL","tennessee","rice","rice"
"1192","R_6WMTRCdcFv14ps5","arkansas","mcdonalds,","mcdonalds, chicken"
"1193","R_6WMTRCdcFv14ps5","arkansas","chicken","mcdonalds, chicken"
"1194","R_1gRyGrSbm3gZ4EP","louisiana","none","none"
"1195","R_1l3N3IYJlOSYc9Q","tennessee","cotton","cotton"
"1196","R_b2gUM9E2G6LHpbr","tennessee","none","none"
"1197","R_1jMWFFEmz9xtWWN","missouri","corn","corn"
"1198","R_3PdUzA5LJDxMucJ","mississippi","seafood","fish"
"1199","R_PFk3GUxac87i8uZ","arkansas","rice","rice"
"1200","R_1pzfbDPo62EZfZ2","missouri","corn","corn"
"1201","R_1meN6BakUX0Uaf9","tennessee","soybeans","soybeans"
"1202","R_Y5HlWvIxB9VWlZ7","arkansas","cotton","cotton"
"1203","R_26hCrQRrsv6SauV","missouri","grains","grains proteins vegetables"
"1204","R_26hCrQRrsv6SauV","missouri","proteins","grains proteins vegetables"
"1205","R_26hCrQRrsv6SauV","missouri","vegetables","grains proteins vegetables"
"1206","R_26hCrQRrsv6SauV","missouri","fruit","fruit"
"1207","R_33wr7xWybAea3NX","louisiana","noodles","noodles"
"1208","R_2ZP3utcPPPu6zUf","arkansas","rice","rice"
"1209","R_263dDpOvNMktQCj","tennessee","soybeans","soybeans"
"1210","R_3I3mrm9rCgLKQLL","mississippi","watermelon","watermelon"
"1211","R_2w0Qp9cZqKvRYAE","louisiana","corn","corn"
"1212","R_32WOxCRjhGxvVdG","louisiana","seafood","crawfish"
"1213","R_0PrtSBkNzq88zrH","tennessee","beef","beef"
