ResponseId,LocationLatitude,LocationLongitude,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q1,state,Q39_First Click,Q39_Last Click,Q39_Page Submit,Q39_Click Count,delta_timer_First Click,delta_timer_Last Click,delta_timer_Page Submit,delta_timer_Click Count,cornd,cornd_high,cornd_low,melond,melond_high,melond_low,taterd,taterd_high,taterd_low,riced,riced_high,riced_low,materd,materd_high,materd_low,black_timer_First Click,black_timer_Last Click,black_timer_Page Submit,black_timer_Click Count,melonb,melonb_high,melonb_low,cornb,cornb_high,cornb_low,taterb,taterb_high,taterb_low,riceb,riceb_high,riceb_low,materb,materb_high ,materb_low ,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q58,Q59,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q102,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q13,Q14,Q15,Q16,Q17,Q18,Q21,Q93,corn_l,corn_h,melon_l,melon_h,mater_l,mater_h,rice_l,rice_h,tater_l,tater_h,corn_low,corn_high,melon_low,melon_high,mater_low,mater_high,rice_low,rice_high,tater_low,tater_high,PROLIFIC_PID,STUDY_ID,full_launch,gc,term,target_state,black,attention
R_3r9x56Ylhne3o6l,40.5511,-74.4606,1,,1,31,0,0,12.592,0,,,,,,,,,,,,,,,,,,,,0,0,63.687,0,2,1,,2,1,,2,1,,2,1,,2,1,,4,5,2,4,4,5,1,2,4,4,4,5,3,"1,4,6",2,2,4,3,2,2,4,6,2,4,1,12,200,1,3,24,38,446,575,74,122,142,201,80,110,0.24,0.38,4.46,5.75,0.74,1.22,1.42,2.01,0.8,1.1,659daa1ed4e13d6428103c1f,RestOfUS,1,,,0,1,1
R_3qKYHD7UOGrUdtD,33.4475,-112.0866,1,,1,14,7.404,11.07,16.007,2,,,,,,,,,,,,,,,,,,,,8.404,13.359,28.121,2,2,1,,2,1,,2,1,,2,1,,2,1,,4,2,2,4,4,4,1,7,5,4,4,5,4,"3,4,5",1,2,2,2,1,1,1,3,1,1,1,4,100,3,3,23,42,438,580,73,113,132,197,80,130,0.23,0.42,4.38,5.8,0.73,1.13,1.32,1.97,0.8,1.3,664fadc444dc1b020df32c78,RestOfUS,1,,,1,1,1
R_5hHktnVoSQ1uGAv,33.4475,-112.0866,1,,1,14,15.603,15.603,16.478,1,,,,,,,,,,,,,,,,,,,,92.182,93.562,97.632,2,2,1,,2,1,,2,1,,2,1,,2,1,,4,2,2,4,4,4,1,7,5,4,4,5,4,"3,4,5",1,2,2,2,1,1,1,5,1,2,1,4,100,3,4,26,43,351,567,81,115,124,209,88,118,0.26,0.43,3.51,5.67,0.81,1.15,1.24,2.09,0.88,1.18,665c4e3dc160ab38d079635a,RestOfUS,1,,,1,1,1
R_18FY2PSaYV7wk9z,36.7348,-76.2343,1,,1,48,16.797,16.797,17.252,1,0,0,142.259,0,2,2,,2,1,,2,1,,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,3,3,2,3,2,4,2,1,4,4,4,5,2,"4,5,7",3,4,3,6,1,2,3,3,2,7,1,4,50,1,3,25,38,446,599,75,120,127,193,89,129,0.25,0.38,4.46,5.99,0.75,1.2,1.27,1.93,0.89,1.29,6631762f0d4a36092bc1d01e,RestOfUS,1,,,0,0,1
R_6Kfn7Oh2h9MdcVH,37.6875,-85.8747,1,TRUE,1,18,0,0,8.758,0,,,,,,,,,,,,,,,,,,,,10.694,10.694,16.348,1,2,1,,1,,1,2,2,,2,2,,2,2,,4,5,4,5,5,5,1,1,5,5,5,5,4,"4,5,7",5,1,2,2,1,4,1,4,1,2,1,3,100,1,6,30,41,402,590,72,128,127,200,79,126,0.3,0.41,4.02,5.9,0.72,1.28,1.27,2,0.79,1.26,65f3b9b0a622d1c75930b1df,SixStateSample,1,,,1,1,
R_35RtIXPXntciVOW,36.8633,-87.4848,1,TRUE,1,18,0,0,12.94,0,8.089,8.672,37.333,2,2,2,,2,2,,2,2,,2,1,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,5,5,5,2,7,4,5,5,5,4,"1,2,6",1,2,2,2,1,1,1,5,1,1,2,11,400,1,2,28,39,350,599,86,113,136,212,71,129,0.28,0.39,3.5,5.99,0.86,1.13,1.36,2.12,0.71,1.29,5e7909d956b26e4aba9a460b,SixStateSample,1,,,1,0,1
R_6PcP4D0a0USTTgJ,40.6739,-73.9358,1,,1,33,0,0,37.505,0,0,0,27.421,0,2,2,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,2,2,4,4,4,1,1,4,4,4,5,4,"4,5,7",3,3,2,6,1,1,2,4,1,2,5,5,75,1,3,24,39,446,611,82,118,148,227,71,111,0.24,0.39,4.46,6.11,0.82,1.18,1.48,2.27,0.71,1.11,572535bba34b2a001306827c,RestOfUS,1,,,0,0,1
R_6M6W4Fon34QdFT8,32.3868,-83.3546,1,,1,11,0,0,34.302,0,,,,,,,,,,,,,,,,,,,,0,0,77.302,0,2,1,,2,1,,2,1,,2,1,,2,1,,4,4,2,5,5,5,1,4,4,4,4,5,4,"2,4,5",1,1,2,3,1,1,3,3,1,2,1,11,140,3,2,30,40,431,637,77,122,152,215,79,126,0.3,0.4,4.31,6.37,0.77,1.22,1.52,2.15,0.79,1.26,66787b8b0fa35d342115f52a,RestOfUS,1,,,0,1,1
R_12S6UfQOW79raKI,34.0915,-118.1307,1,,1,5,2.977,2.977,4.242,1,0.966,13.114,13.571,4,2,2,,1,,2,1,,2,2,1,,2,2,,,,,,,,,,,,,,,,,,,,,4,4,2,4,3,4,1,5,3,4,2,5,4,"4,5,7",2,3,2,3,1,2,2,3,1,6,1,11,400,2,2,26,37,426,645,83,114,138,216,77,130,0.26,0.37,4.26,6.45,0.83,1.14,1.38,2.16,0.77,1.3,661fee35973b5ff6fa3418ef,RestOfUS,1,,,0,0,1
R_1IlbHRtya7cQ8Mh,38.9371,-76.9928,1,,1,21,11.838,11.838,13.496,1,,,,,,,,,,,,,,,,,,,,2.061,82.481,86.76,5,1,,2,2,1,,2,1,,2,1,,1,,2,4,4,2,3,3,4,2,1,4,4,4,5,3,"4,5,7",2,4,3,3,1,3,3,4,2,2,1,10,125,1,2,27,40,364,602,70,113,137,221,90,115,0.27,0.4,3.64,6.02,0.7,1.13,1.37,2.21,0.9,1.15,6648a6c3e5a0dcc0647abd81,RestOfUS,1,,,0,1,1
R_7NsSZMEHJL2xjfZ,29.8478,-95.6599,1,,1,45,0,0,12.86,0,0,0,20.883,0,2,2,,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,4,5,5,2,1,5,5,5,5,5,"1,3,4",2,4,4,3,4,1,1,6,1,2,1,11,400,1,2,29,42,403,550,77,115,124,228,72,129,0.29,0.42,4.03,5.5,0.77,1.15,1.24,2.28,0.72,1.29,5ebe015ae70ab70008895dbd,RestOfUS,1,,,0,0,1
R_7zZKjqWuAoaYzWK,32.3153,-90.1737,1,,1,25,2.736,2.736,9.4,1,,,,,,,,,,,,,,,,,,,,5.087,34.087,55.773,6,2,1,,2,1,,2,2,,2,1,,2,2,,4,4,2,3,3,4,2,2,4,3,4,5,2,"1,3,4",4,4,2,6,2,4,4,6,2,1,1,12,350,3,7,23,37,444,627,75,128,132,206,71,118,0.23,0.37,4.44,6.27,0.75,1.28,1.32,2.06,0.71,1.18,5fe49a4ad8918ba1615e298d,SixStateSample,1,,,1,1,1
R_1WGqOPmKOeVIoK1,33.9993,-118.2868,1,,1,26,0.717,0.717,6.601,1,0.524,12.421,12.444,2,1,,1,1,,1,1,,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,3,3,2,3,3,4,2,7,4,4,4,5,4,"4,5,6",2,2,2,3,1,2,2,2,1,2,1,3,100,1,4,29,36,443,578,80,117,123,197,77,114,0.29,0.36,4.43,5.78,0.8,1.17,1.23,1.97,0.77,1.14,66f5c81fa771db6db1bc2382,SixStateSample,1,,,1,0,1
R_7964fUKUmXXGAYf,38.5774,-90.6709,1,,1,26,0,0,3.024,0,8.06,8.251,10.978,2,1,,2,2,1,,2,1,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,5,1,1,4,4,3,5,4,"1,3,4",1,2,2,6,1,1,1,3,1,1,1,12,200,1,3,26,37,412,645,84,118,134,196,88,127,0.26,0.37,4.12,6.45,0.84,1.18,1.34,1.96,0.88,1.27,669f40126ff6ced577f437c3,SixStateSample,1,,,1,0,1
R_700tfQGOXh5R9xD,35.8536,-78.6262,1,,1,34,2.698,2.698,11.882,1,,,,,,,,,,,,,,,,,,,,1.985,37.704,58.777,6,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,5,5,5,2,3,5,5,5,5,5,"1,2,4",1,1,4,2,3,1,1,5,2,2,1,10,200,1,4,30,39,369,641,80,122,145,221,75,118,0.3,0.39,3.69,6.41,0.8,1.22,1.45,2.21,0.75,1.18,656c0f1618254f26a3af602e,RestOfUS,1,,,0,1,1
R_1UtIjvc32pofaiB,33.4917,-111.9837,1,,1,3,0,0,10.431,0,14.05,14.05,15.205,1,2,2,,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,3,3,5,1,2,3,4,4,5,4,"1,3,4",3,2,2,6,1,2,2,4,2,"1,3",1,10,90,3,1,29,43,426,622,81,119,145,211,82,126,0.29,0.43,4.26,6.22,0.81,1.19,1.45,2.11,0.82,1.26,6533ed4d1f4d40995d982559,RestOfUS,1,,,0,0,1
R_6PAUxZOCwkUt0KF,40.0364,-75.2219,1,,1,39,0,0,14.409,0,,,,,,,,,,,,,,,,,,,,0,0,78.768,0,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,5,5,5,2,7,5,5,5,5,5,"1,6,7",1,1,1,2,1,1,1,5,2,2,1,11,250,2,2,29,43,351,629,86,113,149,219,72,127,0.29,0.43,3.51,6.29,0.86,1.13,1.49,2.19,0.72,1.27,6535785fea3f8466589b948c,RestOfUS,1,,,0,1,1
R_60YMm8tV7XrdYK8,37.751,-97.822,1,,1,5,0,0,7.348,0,267.932,271.573,272.16,2,2,2,,1,,2,2,2,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,5,5,2,4,4,5,2,2,4,5,4,5,4,"1,2,5",1,2,1,2,1,2,2,5,1,2,1,7,120,1,2,24,39,381,571,85,130,148,195,83,116,0.24,0.39,3.81,5.71,0.85,1.3,1.48,1.95,0.83,1.16,65ae7c8727763d0d1ad7422c,RestOfUS,1,,,0,0,1
R_1j1KI5uYEvsCbgJ,35.6737,-90.5073,1,,1,4,0,0,16.238,0,,,,,,,,,,,,,,,,,,,,0,0,84.123,0,2,1,,2,1,,2,1,,2,1,,2,1,,5,5,2,3,3,5,1,1,4,5,4,5,3,"4,5,7",2,3,3,6,2,2,3,6,2,1,1,4,130,1,5,27,40,412,630,87,112,155,214,84,118,0.27,0.4,4.12,6.3,0.87,1.12,1.55,2.14,0.84,1.18,644c0e49c7aebcba935aa09d,SixStateSample,1,,,1,1,1
R_5Bvd6nlivYtSKuR,27.9623,-81.9375,1,,1,10,0,0,11.638,0,0,0,40.566,0,1,,1,1,,1,1,,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,5,2,2,4,4,4,1,2,5,5,4,5,4,"2,4,5",2,4,2,3,1,3,3,3,2,"1,2",1,8,200,1,5,30,39,385,585,82,113,132,194,87,119,0.3,0.39,3.85,5.85,0.82,1.13,1.32,1.94,0.87,1.19,6702c562530e0f91194044dc,RestOfUS,1,,,0,0,1
R_1MVSU6mkHy64FXy,41.9755,-88.0878,1,,1,14,4.252,9.86,10.658,3,3.571,9.811,12.112,3,2,2,,2,1,,2,2,,2,1,,2,2,,,,,,,,,,,,,,,,,,,,,4,3,2,3,3,5,2,1,3,4,4,5,4,"2,4,6",3,2,3,6,3,1,2,3,1,4,1,7,75,1,1,26,41,374,612,87,110,125,220,81,113,0.26,0.41,3.74,6.12,0.87,1.1,1.25,2.2,0.81,1.13,5c2c62542c45d400014a32e6,RestOfUS,1,,,1,0,1
R_3Fhn0yb6PlzEzXs,33.8055,-117.9223,1,,1,5,0,0,19.679,0,,,,,,,,,,,,,,,,,,,,5.938,44.667,45.543,2,2,2,,2,2,,2,2,,2,2,,2,2,,4,4,2,3,3,5,2,7,4,4,4,5,3,"1,4,5",3,4,3,6,1,2,2,4,1,"1,3",2,12,300,3,3,30,43,440,585,77,120,130,199,81,121,0.3,0.43,4.4,5.85,0.77,1.2,1.3,1.99,0.81,1.21,5fba9fdd33207faa35f61df3,RestOfUS,1,,,0,1,1
R_1dFSnOeYbRTUK72,39.015,-94.1986,1,,1,26,0,0,4.287,0,0,0,16.496,0,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,4,2,1,4,4,4,5,4,"1,4,5",3,4,3,4,1,2,2,6,2,1,1,8,150,1,7,27,42,357,634,79,112,156,203,76,125,0.27,0.42,3.57,6.34,0.79,1.12,1.56,2.03,0.76,1.25,66b3a5657863e3c77689f1a1,SixStateSample,1,,,1,0,1
R_7tyajnuZbltkRJK,33.5631,-84.5832,0.600000024,,1,11,0,0,30.8,0,,,,,,,,,,,,,,,,,,,,0,0,86.853,0,2,1,,2,1,,2,1,,2,2,,2,1,,4,4,2,4,4,5,1,2,4,4,4,5,4,"2,4,7",2,2,3,3,4,2,2,6,1,2,1,2,100,1,3,23,42,447,566,80,118,125,222,75,111,0.23,0.42,4.47,5.66,0.8,1.18,1.25,2.22,0.75,1.11,652fcdc57cc2ae3b4731184b,RestOfUS,1,,,0,1,1
R_1uPOqSI8nehm0xP,30.3328,-97.7005,0.800000012,,1,48,9.454,9.454,15.801,1,18.742,116.752,126.83,3,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,2,2,4,4,4,1,3,4,4,4,5,4,"2,4,5",3,1,1,6,1,1,2,4,2,2,1,8,300,3,6,28,36,418,553,86,127,157,213,87,128,0.28,0.36,4.18,5.53,0.86,1.27,1.57,2.13,0.87,1.28,66f1d5eff36f2dd11249f62c,RestOfUS,1,,,0,0,1
R_5QAr5N60G4uEYKJ,39.0469,-77.4903,1,,1,10,340.831,348.075,348.63,4,,,,,,,,,,,,,,,,,,,,0.951,704.513,705.073,12,2,2,,2,2,,2,2,,2,2,,2,2,,5,4,2,4,5,5,1,7,4,4,4,5,5,"1,4,7",1,2,1,2,1,1,2,3,2,2,1,10,400,1,6,28,37,351,557,79,111,157,214,71,122,0.28,0.37,3.51,5.57,0.79,1.11,1.57,2.14,0.71,1.22,665a7fc4fe1aa4041807cad1,RestOfUS,1,,,0,1,1
R_3mSR8ZlVZ2IBULT,40.7242,-74.1977,1,,1,44,4.671,4.671,7.428,1,,,,,,,,,,,,,,,,,,,,8.276,102.936,163.468,2,1,,2,2,1,,2,1,,1,,2,2,1,,5,5,2,5,5,5,1,4,5,5,5,5,5,"1,4,5",1,1,1,2,1,1,1,4,2,1,1,11,50000,3,7,23,43,423,566,79,124,139,215,72,127,0.23,0.43,4.23,5.66,0.79,1.24,1.39,2.15,0.72,1.27,66df89d61695e06027543ed6,SixStateSample,1,,,1,1,1
R_3HtasMSXrSAcnaR,36.3621,-92.3717,1,,1,4,0,0,5.694,0,0,0,41.836,0,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,3,4,2,3,3,4,2,1,4,3,1,5,3,"4,5,7",5,4,4,5,1,5,5,5,1,1,1,8,50,1,5,28,43,382,565,81,112,123,211,75,111,0.28,0.43,3.82,5.65,0.81,1.12,1.23,2.11,0.75,1.11,64d52f6f30852f26223d1e84,SixStateSample,1,,,1,0,1
R_3TZdaYIXLbiCqSh,45.08,-93.0227,1,,1,24,3.789,3.789,4.567,1,4.091,4.091,14.056,1,2,2,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,4,2,3,3,4,1,2,4,4,4,5,4,"1,2,4",3,4,4,6,4,3,3,3,1,1,1,9,100,1,1,29,41,402,588,76,129,154,221,77,118,0.29,0.41,4.02,5.88,0.76,1.29,1.54,2.21,0.77,1.18,65601a3e8e9cfc182d7b5212,RestOfUS,1,,,0,0,1
R_5szFjutSGkbgTiC,38.7262,-90.4471,1,,1,26,4.535,4.535,9.848,1,,,,,,,,,,,,,,,,,,,,1.976,12.804,23.516,3,2,1,,2,2,,2,2,,2,1,,2,2,,4,4,2,4,4,5,2,4,4,4,4,5,4,"4,5,7",2,4,4,6,3,2,3,7,1,1,1,10,200,1,2,30,40,367,631,82,116,139,193,85,112,0.3,0.4,3.67,6.31,0.82,1.16,1.39,1.93,0.85,1.12,5a59305aeedc320001427f5f,SixStateSample,1,,,1,1,1
R_3pm00fZqFVmgZFE,36.7685,-90.4096,1,,1,26,0,0,20.101,0,,,,,,,,,,,,,,,,,,,,0,0,23.401,0,2,1,,2,1,,2,1,,2,1,,2,1,,4,5,2,3,3,5,2,7,3,4,5,5,3,"1,3,4",3,4,4,6,1,3,3,3,2,1,1,6,150,1,4,24,41,414,574,73,127,138,196,80,121,0.24,0.41,4.14,5.74,0.73,1.27,1.38,1.96,0.8,1.21,577da3a2cd64f2000154baa4,SixStateSample,1,,,1,1,1
R_3EhjsmK7XuaNSEI,36.0499,-83.9228,1,,1,44,0.994,0.994,2.932,1,,,,,,,,,,,,,,,,,,,,0.925,21.258,40.748,3,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,4,4,5,1,7,5,5,5,5,5,"1,4,6",1,3,2,3,1,1,1,5,2,1,1,4,100,1,1,25,42,445,578,75,113,141,208,72,128,0.25,0.42,4.45,5.78,0.75,1.13,1.41,2.08,0.72,1.28,662943e28130e7eb5f034326,SixStateSample,1,,,1,1,1
R_6J2VX9gVJwoxeXm,41.6984,-87.7031,1,,1,14,0,0,66.511,0,,,,,,,,,,,,,,,,,,,,9.12,9.12,74.241,1,2,1,,2,1,,2,1,,2,1,,2,1,,4,4,2,3,3,3,1,3,4,4,4,5,4,"4,5,7",2,3,4,4,1,3,4,3,1,1,5,11,80,1,3,30,39,353,635,89,116,133,207,85,126,0.3,0.39,3.53,6.35,0.89,1.16,1.33,2.07,0.85,1.26,5f52e45ad408d55fa156aa21,SixStateSample,1,,,1,1,1
R_6RVaJ5tuqHcJ1xn,40.7362,-74.0422,1,,1,33,1.296,1.296,4.417,1,,,,,,,,,,,,,,,,,,,,1.917,1.917,18.236,1,2,1,,2,2,,2,2,,2,1,,2,1,,4,2,3,4,4,4,1,3,3,4,4,5,4,"1,2,4",2,3,2,3,2,3,2,2,1,4,1,10,150,1,4,23,36,443,551,70,120,146,218,77,115,0.23,0.36,4.43,5.51,0.7,1.2,1.46,2.18,0.77,1.15,63e51e55974365f1e43df265,RestOfUS,1,,,0,1,
R_6EoYbsKFIWOueJ3,32.4699,-90.1102,1,,1,25,0,0,21.685,0,0,0,35.322,0,2,2,,2,1,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,4,5,2,3,3,5,1,1,5,5,5,5,3,"4,5,7",3,4,4,5,1,5,5,5,1,1,1,11,75,3,6,28,37,417,603,87,122,155,218,78,111,0.28,0.37,4.17,6.03,0.87,1.22,1.55,2.18,0.78,1.11,6266a84a363636eab2c40c41,SixStateSample,1,,,1,0,1
R_7QuIXeM9QqknYIN,42.2904,-71.0712,1,,1,22,0,0,4.49,0,2.567,34.131,35.802,3,2,1,,1,,2,2,1,,1,,2,1,,2,,,,,,,,,,,,,,,,,,,,5,5,2,5,5,5,2,6,5,5,4,5,3,"1,2,4",3,2,3,6,1,3,4,5,1,7,1,11,150,1,4,28,41,368,603,74,115,125,227,74,117,0.28,0.41,3.68,6.03,0.74,1.15,1.25,2.27,0.74,1.17,6267c3d17f88988d0d787c7f,RestOfUS,1,,,0,0,1
R_1YmLWDGFAfM649a,28.5464,-81.2585,1,,1,10,0,0,14.731,0,,,,,,,,,,,,,,,,,,,,0,0,56.946,0,2,2,,2,2,,2,2,,2,2,,2,2,,5,5,2,5,5,5,2,7,5,5,5,5,3,"4,5,7",2,2,2,3,1,1,2,3,2,"1,2,15",5,4,150,1,2,28,40,416,569,77,115,123,193,71,112,0.28,0.4,4.16,5.69,0.77,1.15,1.23,1.93,0.71,1.12,66759c86da15ad8f5e0755b8,RestOfUS,1,,,0,1,1
R_5tyTzqDeLQ4EvjX,44.8763,-93.4865,1,,1,24,113.004,113.004,114.496,1,0,0,15.543,0,1,,2,1,,2,2,1,,1,,2,2,1,,,,,,,,,,,,,,,,,,,,,4,4,2,3,3,4,2,1,4,4,4,5,3,"2,4,5",2,2,2,3,1,1,2,3,2,15,2,8,550,1,1,24,41,374,560,80,126,150,199,85,121,0.24,0.41,3.74,5.6,0.8,1.26,1.5,1.99,0.85,1.21,61010547f07564c6aec52595,RestOfUS,1,,,0,0,1
R_11uZ8I4S0Vifsd5,33.8838,-118.1261,1,,1,5,0,0,8.764,0,0,0,15.064,0,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,4,2,3,3,4,2,1,4,4,4,5,2,"1,4,7",1,1,2,2,1,4,2,4,2,2,1,9,100,6,3,30,37,371,567,83,125,152,204,76,116,0.3,0.37,3.71,5.67,0.83,1.25,1.52,2.04,0.76,1.16,65c2f8324deb695c90692313,RestOfUS,1,,,0,0,1
R_3myItHm0OhqQVfR,35.2426,-80.741,1,,1,42,0.634,3.032,3.798,3,,,,,,,,,,,,,,,,,,,,9.972,18.789,19.428,3,1,,1,1,,2,2,2,,2,2,,1,,2,4,2,2,4,4,5,1,3,4,4,3,5,3,"1,2,5",3,2,1,4,2,3,3,2,2,2,1,10,230,1,5,29,42,409,578,80,113,144,210,81,110,0.29,0.42,4.09,5.78,0.8,1.13,1.44,2.1,0.81,1.1,66d3e0fe31981698998d1980,RestOfUS,1,,,0,1,1
R_1QWpUXtZnTxAyT1,37.5453,-77.9187,1,,1,48,0,0,490.282,0,0,0,42.65,0,2,2,,2,1,,2,2,,2,1,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,5,4,5,2,1,5,5,5,5,3,"2,5,7",1,1,1,2,1,1,2,5,2,2,1,9,65,1,3,28,40,353,608,72,121,130,215,78,114,0.28,0.4,3.53,6.08,0.72,1.21,1.3,2.15,0.78,1.14,6593443d4000890470adb313,RestOfUS,1,,,0,0,1
R_5dY7Y5v8T537Hpf,39.0469,-77.4903,1,,1,48,5.524,5.524,25.073,1,,,,,,,,,,,,,,,,,,,,12.429,59.895,72.102,3,2,1,,1,,1,1,,2,2,1,,1,,2,5,3,2,4,4,4,1,4,4,4,4,5,4,"1,3,5",1,1,1,2,1,1,1,4,2,2,1,11,159,2,7,26,37,350,563,71,125,129,207,76,129,0.26,0.37,3.5,5.63,0.71,1.25,1.29,2.07,0.76,1.29,665f3382da61adf393525cc8,RestOfUS,1,,,0,1,1
R_78wxl1784ZcP3cl,35.9306,-86.8788,1,,1,44,0,0,6.944,0,,,,,,,,,,,,,,,,,,,,0,0,28.504,0,2,2,,2,2,,2,2,,2,2,,2,2,,4,5,2,4,4,4,2,1,4,4,5,5,4,"3,4,5",2,3,3,6,2,2,2,3,1,1,1,12,200,1,5,23,37,401,568,86,123,128,196,81,116,0.23,0.37,4.01,5.68,0.86,1.23,1.28,1.96,0.81,1.16,5d9f8573ce3daf0015e3e400,SixStateSample,1,,,1,1,1
R_5qKjuPy9XnUE6NO,39.1397,-86.5141,1,,1,15,3.636,4.985,4.901,2,1.162,124.913,125.375,3,2,1,,2,1,,2,1,,2,1,,2,1,,,,,,,,,,,,,,,,,,,,,4,4,2,3,3,4,2,1,4,4,5,5,4,"1,4,6",3,3,2,6,2,2,2,3,2,"1,11",1,12,500,1,5,25,43,382,631,79,124,125,198,81,123,0.25,0.43,3.82,6.31,0.79,1.24,1.25,1.98,0.81,1.23,65989513640b25ce09300abc,RestOfUS,1,,,0,0,1
R_5DdpW5YduWb1nHT,35.1004,-90.028,1,,1,44,4.117,4.117,5.201,1,22.934,30.6,35.971,2,2,2,,2,2,,2,2,,2,2,,2,2,,,,,,,,,,,,,,,,,,,,,5,5,2,5,5,5,1,4,5,5,5,5,5,"1,2,3",2,4,2,3,1,1,2,4,2,1,1,11,150,3,5,24,42,409,554,77,128,155,193,80,111,0.24,0.42,4.09,5.54,0.77,1.28,1.55,1.93,0.8,1.11,6642c320e8ea101cd6edc678,SixStateSample,1,,,1,0,1
R_1irpBq4sTBuwnTP,36.069,-79.4006,1,,1,45,5.635,14.355,29.164,2,3.514,8.633,28.03,2,2,1,,1,,2,1,,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,4,4,2,4,4,4,2,7,4,4,4,5,4,"3,4,5",1,1,1,2,1,1,1,3,2,2,1,8,500,3,2,23,39,388,550,74,121,148,196,90,128,0.23,0.39,3.88,5.5,0.74,1.21,1.48,1.96,0.9,1.28,66aa826226ace74112a5a24f,RestOfUS,1,,,0,0,1
R_1kMvHm9WudEn9Ki,36.1958,-94.2143,1,,1,4,0,0,11.085,0,,,,,,,,,,,,,,,,,,,,0,0,34.03,0,2,1,,2,2,,2,2,,2,1,,2,2,,5,5,2,3,3,4,1,1,4,5,4,5,4,"1,3,4",2,3,2,3,1,2,2,3,1,"1,3",1,11,200,1,1,30,36,390,612,87,130,151,224,83,113,0.3,0.36,3.9,6.12,0.87,1.3,1.51,2.24,0.83,1.13,670d3d2b6a7e4374077e0fbe,SixStateSample,1,,,1,1,1
R_1wvHkluv8OVJtLe,35.234,-92.3876,0.899999976,,1,4,3.989,3.989,14.468,1,,,,,,,,,,,,,,,,,,,,7.264,40.604,46.657,4,2,2,,2,2,,2,1,,2,1,,2,2,,3,3,2,3,3,3,1,2,3,3,4,5,3,"4,5,7",3,3,3,6,1,3,3,7,1,1,1,6,50,1,6,29,39,372,568,80,120,153,205,81,126,0.29,0.39,3.72,5.68,0.8,1.2,1.53,2.05,0.81,1.26,63daca8ae542ff8f19d3099a,SixStateSample,1,,,1,1,1
R_5YeQ7SG5muOr5dv,40.9285,-73.8282,1,,1,33,12.111,12.111,105.596,1,4.846,4.846,31.25,1,1,,2,1,,2,1,,2,1,,2,1,,2,,,,,,,,,,,,,,,,,,,,5,3,2,3,3,3,1,7,4,4,4,5,4,"2,4,5",2,2,1,3,1,1,1,6,2,"1,2",1,12,500,1,5,25,40,359,550,88,130,131,194,80,120,0.25,0.4,3.59,5.5,0.88,1.3,1.31,1.94,0.8,1.2,647dde92d730823a9e5c7f0f,RestOfUS,1,,,0,0,1
R_60vgaT537bHlsFe,32.8595,-117.2124,1,,1,5,1.085,12.218,12.932,2,,,,,,,,,,,,,,,,,,,,4.207,24.626,29.936,5,2,1,,2,1,,2,1,,2,1,,2,1,,5,2,2,2,2,4,1,2,4,4,4,5,4,"4,5,7",3,4,4,5,1,5,5,2,2,6,1,11,100,1,5,26,39,358,579,75,123,151,209,88,123,0.26,0.39,3.58,5.79,0.75,1.23,1.51,2.09,0.88,1.23,67046b5ef2f865d32c3f5a5f,RestOfUS,1,,,0,1,1
R_7BhSQxux5yFatMS,33.9721,-84.4406,1,,1,11,0,0,7.276,0,8.377,23.947,28.54,2,2,2,,2,1,,2,2,,2,2,,2,1,,,,,,,,,,,,,,,,,,,,,4,5,2,3,3,4,1,2,3,4,4,5,3,"3,4,5",3,3,2,6,1,2,2,4,1,11,1,7,250,1,4,29,41,420,631,82,123,155,215,80,119,0.29,0.41,4.2,6.31,0.82,1.23,1.55,2.15,0.8,1.19,629534afc0924e49e1464589,RestOfUS,1,,,0,0,1
