duration,ResponseId,state,Q39_First Click,Q39_Last Click,Q39_Page Submit,Q39_Click Count,delta_timer_First Click,delta_timer_Last Click,delta_timer_Page Submit,delta_timer_Click Count,black_timer_First Click,black_timer_Last Click,black_timer_Page Submit,black_timer_Click Count,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q58,Q59,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q102_1,Q102_2,Q102_3,Q102_4,Q102_5,Q102_6,Q102_7,Q83,Q84,Q85,Q86,Q87,Q88,Q89,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q16,Q17,Q18,Q21,Q93,corn_l,corn_h,melon_l,melon_h,maters_l,maters_h,rice_l,rice_h,taters_l,taters_h,corn_low,corn_high,melon_low,melon_high,maters_low,maters_high,rice_low,rice_high,taters_low,taters_high,full_launch,gc,term,target_state,black,attention
665,R_7QuIXeM9QqknYIN,Massachusetts,0,0,4.49,0,2.567,34.131,35.802,3,,,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,More than 50%,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,Organically grown,,Price,,,,Neutral,Somewhat influences,Slightly familiar,Neutral,"Yes, I understand the difference",Neutral,Not very important,45 - 54,Male,,,,,,,Filipino,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",150,Supermarket,Neutral,28,41,368,603,74,115,125,227,74,117,0.28,0.41,3.68,6.03,0.74,1.15,1.25,2.27,0.74,1.17,1,,,0,0,1
828,R_1YmLWDGFAfM649a,Florida,0,0,14.731,0,,,,,0,0,56.946,0,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,0-5%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,,,,Price,Healthiness,,Widely available/ convenient,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Very important,Somewhat important,25 - 34,Female,White,Black or African American,,,,,,,,,,,,,some other race,"Yes, another Hispanic, Latino, or Spanish Origin","$30,000 - $39,999",150,Supermarket,Moderately Liberal,28,40,416,569,77,115,123,193,71,112,0.28,0.4,4.16,5.69,0.77,1.15,1.23,1.93,0.71,1.12,1,,,0,1,1
1038,R_5tyTzqDeLQ4EvjX,Minnesota,113.004,113.004,114.496,1,0,0,15.543,0,,,,,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,6-10%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,Organically grown,,Price,Healthiness,,,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Very important,Somewhat important,25 - 34,Female,,,,,,,,,,,,,,,some other race,"Yes, Mexican, Mexican American, Chicano","$70,000 - $79,999",550,Supermarket,Extremely Liberal,24,41,374,560,80,126,150,199,85,121,0.24,0.41,3.74,5.6,0.8,1.26,1.5,1.99,0.85,1.21,1,,,0,0,1
602,R_11uZ8I4S0Vifsd5,California,0,0,8.764,0,0,0,15.064,0,,,,,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,6-10%,Agree,Agree,Agree,Strongly Agree,Disagree,Locally grown,,,Price,,,Widely available/ convenient,Very responsible,Greatly influences,Somewhat familiar,Very important,"Yes, I understand the difference",Not very important,Somewhat important,35 - 44,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",100,Specialty Food Store,Slightly Liberal,30,37,371,567,83,125,152,204,76,116,0.3,0.37,3.71,5.67,0.83,1.25,1.52,2.04,0.76,1.16,1,,,0,0,1
1141,R_3myItHm0OhqQVfR,South Carolina,0.634,3.032,3.798,3,,,,,9.972,18.789,19.428,3,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,People outside of your race in your local community,21-30%,Agree,Agree,Neither Agree or Disagree,Strongly Agree,Neither Agree or Disagree,Locally grown,Organically grown,,,Healthiness,,,Neutral,Somewhat influences,Very familar,Not very important,"Yes, but I'm unsure of the difference",Neutral,Neutral,18 - 24,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",230,Supermarket,Slightly Conservative,29,42,409,578,80,113,144,210,81,110,0.29,0.42,4.09,5.78,0.8,1.13,1.44,2.1,0.81,1.1,1,,,0,1,1
1331,R_1QWpUXtZnTxAyT1,Virginia,0,0,490.282,0,0,0,42.65,0,,,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Within your race but outside of your local community,6-10%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,,Organically grown,,,Healthiness,,Widely available/ convenient,Very responsible,Greatly influences,Very familar,Very important,"Yes, I understand the difference",Very important,Somewhat important,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",65,Supermarket,Slightly Liberal,28,40,353,608,72,121,130,215,78,114,0.28,0.4,3.53,6.08,0.72,1.21,1.3,2.15,0.78,1.14,1,,,0,0,1
564,R_5dY7Y5v8T537Hpf,Virginia,5.524,5.524,25.073,1,,,,,12.429,59.895,72.102,3,Strongly Agree,Neither Agree or Disagree,Disagree,Agree,Agree,Agree,People outside of your race in your local community,31-40%,Agree,Agree,Agree,Strongly Agree,Agree,Locally grown,,Supports the local economy,,Healthiness,,,Very responsible,Greatly influences,Very familar,Very important,"Yes, I understand the difference",Very important,Very important,35 - 44,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",159,Health/Natural Food Store,Extremely Conservative,26,37,350,563,71,125,129,207,76,129,0.26,0.37,3.5,5.63,0.71,1.25,1.29,2.07,0.76,1.29,1,,,0,1,1
198,R_78wxl1784ZcP3cl,Tennessee,0,0,6.944,0,,,,,0,0,28.504,0,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Within your race but outside of your local community,6-10%,Agree,Agree,Strongly Agree,Strongly Agree,Agree,,,Supports the local economy,Price,Healthiness,,,Somewhat responsible,Slightly influences,Slightly familiar,Neutral,"Yes, but I'm unsure of the difference",Somewhat important,Somewhat important,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",200,Supermarket,Slightly Conservative,23,37,401,568,86,123,128,196,81,116,0.23,0.37,4.01,5.68,0.86,1.23,1.28,1.96,0.81,1.16,1,,,1,1,1
2198,R_5qKjuPy9XnUE6NO,Indiana,3.636,4.985,4.901,2,1.162,124.913,125.375,3,,,,,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,6-10%,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Locally grown,,,Price,,Sold by a socially responsible compmany,,Neutral,Slightly influences,Somewhat familiar,Neutral,"Yes, but I'm unsure of the difference",Somewhat important,Somewhat important,25 - 34,Female,White,,,,,,,,,,Other Asian,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",500,Supermarket,Slightly Conservative,25,43,382,631,79,124,125,198,81,123,0.25,0.43,3.82,6.31,0.79,1.24,1.25,1.98,0.81,1.23,1,,,0,0,1
424,R_5DdpW5YduWb1nHT,Tennessee,4.117,4.117,5.201,1,22.934,30.6,35.971,2,,,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,31-40%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,Organically grown,Supports the local economy,,,,,Somewhat responsible,Does not influence,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Very important,Somewhat important,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",150,Farmers Market,Slightly Conservative,24,42,409,554,77,128,155,193,80,111,0.24,0.42,4.09,5.54,0.77,1.28,1.55,1.93,0.8,1.11,1,,,1,0,1
924,R_1irpBq4sTBuwnTP,Texas,5.635,14.355,29.164,2,3.514,8.633,28.03,2,,,,,Agree,Agree,Disagree,Agree,Agree,Agree,Within your race but outside of your local community,0-5%,Agree,Agree,Agree,Strongly Agree,Agree,,,Supports the local economy,Price,Healthiness,,,Very responsible,Greatly influences,Very familar,Very important,"Yes, I understand the difference",Very important,Very important,25 - 34,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",500,Farmers Market,Moderately Liberal,23,39,388,550,74,121,148,196,90,128,0.23,0.39,3.88,5.5,0.74,1.21,1.48,1.96,0.9,1.28,1,,,0,0,1
403,R_1kMvHm9WudEn9Ki,Arkansas,0,0,11.085,0,,,,,0,0,34.03,0,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,6-10%,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Locally grown,,Supports the local economy,Price,,,,Somewhat responsible,Slightly influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Somewhat important,Somewhat important,25 - 34,Male,White,,American Indian or Alaska Native,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",200,Supermarket,Extremely Liberal,30,36,390,612,87,130,151,224,83,113,0.3,0.36,3.9,6.12,0.87,1.3,1.51,2.24,0.83,1.13,1,,,1,1,1
443,R_1wvHkluv8OVJtLe,Arkansas,3.989,3.989,14.468,1,,,,,7.264,40.604,46.657,4,Neither Agree or Disagree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,People outside of your race in your local community,11-20%,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Strongly Agree,Neither Agree or Disagree,,,,Price,Healthiness,,Widely available/ convenient,Neutral,Slightly influences,Slightly familiar,Neutral,"Yes, I understand the difference",Neutral,Neutral,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",50,Supermarket,Moderately Conservative,29,39,372,568,80,120,153,205,81,126,0.29,0.39,3.72,5.68,0.8,1.2,1.53,2.05,0.81,1.26,1,,,1,1,1
915,R_5YeQ7SG5muOr5dv,New York,12.111,12.111,105.596,1,4.846,4.846,31.25,1,,,,,Strongly Agree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Neither Agree or Disagree,People outside of your race in your local community,0-5%,Agree,Agree,Agree,Strongly Agree,Agree,,Organically grown,,Price,Healthiness,,,Somewhat responsible,Somewhat influences,Very familar,Somewhat important,"Yes, I understand the difference",Very important,Very important,55 - 64,Female,White,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",500,Supermarket,Slightly Conservative,25,40,359,550,88,130,131,194,80,120,0.25,0.4,3.59,5.5,0.88,1.3,1.31,1.94,0.8,1.2,1,,,0,0,1
446,R_60vgaT537bHlsFe,California,1.085,12.218,12.932,2,,,,,4.207,24.626,29.936,5,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Agree,People outside of your race in your local community,11-20%,Agree,Agree,Agree,Strongly Agree,Agree,,,,Price,Healthiness,,Widely available/ convenient,Neutral,Does not influence,Not familiar at all,Not important at all,"Yes, I understand the difference",Not important at all,Not important at all,18 - 24,Female,,,,,,Chinese,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",100,Supermarket,Slightly Conservative,26,39,358,579,75,123,151,209,88,123,0.26,0.39,3.58,5.79,0.75,1.23,1.51,2.09,0.88,1.23,1,,,0,1,1
255,R_7BhSQxux5yFatMS,Georgia,0,0,7.276,0,8.377,23.947,28.54,2,,,,,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,11-20%,Neither Agree or Disagree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,,Supports the local economy,Price,Healthiness,,,Neutral,Slightly influences,Somewhat familiar,Neutral,"Yes, I understand the difference",Somewhat important,Somewhat important,35 - 44,Male,,,,,,,,,,,Other Asian,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",250,Supermarket,Neutral,29,41,420,631,82,123,155,215,80,119,0.29,0.41,4.2,6.31,0.82,1.23,1.55,2.15,0.8,1.19,1,,,0,0,1
284,R_7YrC4aaSDsJ0Dij,Louisiana,0,0,9.326,0,0,0,14.743,0,,,,,Neither Agree or Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Within your race but outside of your local community,6-10%,Disagree,Neither Agree or Disagree,Disagree,Strongly Agree,Strongly Disagree,Locally grown,,,Price,,,Widely available/ convenient,Not responsible at all,Does not influence,Not familiar at all,Not important at all,I'm not sure,Not important at all,Not important at all,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",120,Supermarket,Neutral,29,36,390,591,87,119,142,195,83,112,0.29,0.36,3.9,5.91,0.87,1.19,1.42,1.95,0.83,1.12,1,,,1,0,1
363,R_7ifVO7k2N12yAYJ,California,1.646,14.916,15.736,3,,,,,9.364,40.296,44.385,10,Agree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Agree,Agree,People outside of your race in your local community,21-30%,Agree,Agree,Strongly Agree,Strongly Agree,Agree,,,,Price,Healthiness,,Widely available/ convenient,Neutral,Somewhat influences,Slightly familiar,Neutral,"Yes, but I'm unsure of the difference",Somewhat important,Somewhat important,25 - 34,Male,,,,,,Chinese,,Japanese,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",120,Supermarket,Extremely Liberal,29,43,397,579,70,116,145,227,76,117,0.29,0.43,3.97,5.79,0.7,1.16,1.45,2.27,0.76,1.17,1,,,0,1,1
334,R_5KOpoU4krFlCf3P,Kentucky,0,0,12.546,0,,,,,0,0,67.231,0,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Agree,Agree,Within your race but outside of your local community,6-10%,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,,Organically grown,,Price,Healthiness,,,Not responsible at all,Does not influence,Not familiar at all,Not important at all,"Yes, I understand the difference",Not important at all,Not important at all,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",100,Supermarket,Extremely Conservative,28,38,411,649,86,129,144,228,76,124,0.28,0.38,4.11,6.49,0.86,1.29,1.44,2.28,0.76,1.24,1,,,1,1,1
237,R_19yvMQTPqSop06B,Louisiana,0.976,0.976,6.477,1,1.42,10.849,11.701,5,,,,,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Agree,People outside of your race in your local community,21-30%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,,,Price,Healthiness,,,Neutral,Does not influence,Slightly familiar,Neutral,"Yes, I understand the difference",Very important,Somewhat important,35 - 44,Female,,Black or African American,,,,,,,,,,,,,,"Yes, another Hispanic, Latino, or Spanish Origin","$90,000 - $99,999",175,Supermarket,Slightly Conservative,27,37,425,553,80,114,134,211,80,110,0.27,0.37,4.25,5.53,0.8,1.14,1.34,2.11,0.8,1.1,1,,,1,0,1
710,R_5wFS6V3risUz9fP,Pennsylvania,0,0,31.686,0,8.167,15.782,20.049,2,,,,,Strongly Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,People outside of your race in your local community,6-10%,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Locally grown,,Supports the local economy,,Healthiness,,,Somewhat responsible,Somewhat influences,Somewhat familiar,Very important,"Yes, I understand the difference",Very important,Somewhat important,35 - 44,Female,,,,,,Chinese,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",200,Supermarket,Moderately Liberal,29,37,411,639,87,120,123,208,82,127,0.29,0.37,4.11,6.39,0.87,1.2,1.23,2.08,0.82,1.27,1,,,0,0,1
303,R_3vEkHBGOPNKsdMt,Kentucky,0,0,5.6,0,0,0,16.341,0,,,,,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,6-10%,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Locally grown,,Supports the local economy,Price,,,,Neutral,Slightly influences,Slightly familiar,Neutral,"Yes, I understand the difference",Neutral,Neutral,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",100,Supermarket,Slightly Liberal,25,40,430,612,77,126,144,214,76,123,0.25,0.4,4.3,6.12,0.77,1.26,1.44,2.14,0.76,1.23,1,,,1,0,1
325,R_1u23tMCeOot2dJT,New York,0,0,14.359,0,,,,,5.207,12.125,25.691,4,Agree,Agree,Disagree,Agree,Agree,Agree,People outside of your race in your local community,6-10%,Strongly Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,Organically grown,,Price,Healthiness,,,Not responsible at all,Does not influence,Not familiar at all,Not important at all,"Yes, but I'm unsure of the difference",Not very important,Not very important,25 - 34,Male,,,,,,,,,,,,,,,some other race,"Yes, Puerto Rican","$60,000 - $69,999",75,Supermarket,Slightly Liberal,30,40,381,581,75,110,145,221,81,124,0.3,0.4,3.81,5.81,0.75,1.1,1.45,2.21,0.81,1.24,1,,,0,1,1
1434,R_1KVNcq519XtJKzx,Michigan,0,0,311.357,0,,,,,77.326,79.499,494.385,3,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,11-20%,Agree,Strongly Agree,Agree,Strongly Agree,Agree,,Organically grown,Supports the local economy,,,,Widely available/ convenient,Somewhat responsible,Greatly influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Very important,Somewhat important,25 - 34,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",200,Farmers Market,Moderately Conservative,28,40,377,632,90,116,132,217,87,118,0.28,0.4,3.77,6.32,0.9,1.16,1.32,2.17,0.87,1.18,1,,,0,1,1
1158,R_6uLxk8fSXz7VDkl,Tennessee,129.053,129.556,132.544,2,3.222,19.88,23.104,2,,,,,Strongly Agree,Strongly Disagree,Disagree,,Neither Agree or Disagree,Strongly Agree,Within your race but outside of your local community,11-20%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,,,Price,,,Widely available/ convenient,Neutral,Does not influence,Somewhat familiar,Neutral,"Yes, I understand the difference",Very important,Neutral,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",300,Supermarket,Moderately Liberal,29,39,360,646,80,126,151,204,81,113,0.29,0.39,3.6,6.46,0.8,1.26,1.51,2.04,0.81,1.13,1,,,1,0,1
390,R_5V1sRXUeIgt1Roi,Tennessee,1.48,1.48,15.976,1,,,,,9.937,23.095,40.093,4,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,21-30%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,Price,Healthiness,,Widely available/ convenient,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Somewhat important,Somewhat important,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",250,Supermarket,Slightly Liberal,28,40,433,593,72,121,125,198,87,119,0.28,0.4,4.33,5.93,0.72,1.21,1.25,1.98,0.87,1.19,1,,,1,1,1
351,R_34b8lDBq58jys7f,Florida,1.078,2.43,45.231,2,3.627,25.312,26.3,5,,,,,Strongly Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,People outside of your race in your local community,21-30%,Agree,Agree,Agree,Strongly Agree,Agree,Locally grown,Organically grown,,,Healthiness,,,Very responsible,Greatly influences,Very familar,Very important,"Yes, I understand the difference",Very important,Very important,35 - 44,Male,White,,,,,,,,,,,,,,,"Yes, Puerto Rican","$50,000 - $59,999",120,Supermarket,Moderately Conservative,26,37,371,596,88,114,155,195,76,129,0.26,0.37,3.71,5.96,0.88,1.14,1.55,1.95,0.76,1.29,1,,,0,0,1
571,R_10RoZLxADaSzTwJ,Mississippi,0,0,19.47,0,16.763,22.606,29.968,2,,,,,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,21-30%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,,Supports the local economy,,,Sold by a socially responsible compmany,,Very responsible,Greatly influences,Somewhat familiar,Very important,I'm not sure,Very important,Very important,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",125,Supermarket,Neutral,29,40,435,613,74,111,123,207,74,112,0.29,0.4,4.35,6.13,0.74,1.11,1.23,2.07,0.74,1.12,1,,,1,0,1
888,R_7rwjGqsWjmq38zG,Louisiana,3.185,3.185,5.023,1,,,,,26.85,109.524,110.835,5,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Within your race but outside of your local community,41-50%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,,Supports the local economy,,Healthiness,,,Very responsible,Greatly influences,Very familar,Very important,"Yes, I understand the difference",Very important,Very important,35 - 44,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",240,Farmers Market,Moderately Liberal,25,38,365,606,79,115,158,212,77,126,0.25,0.38,3.65,6.06,0.79,1.15,1.58,2.12,0.77,1.26,1,,,1,1,1
543,R_5V7ngYzajAAAR1k,Florida,0,0,8.886,0,,,,,0,0,16.496,0,Agree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,Within your race but outside of your local community,0-5%,Agree,Neither Agree or Disagree,Disagree,Strongly Agree,Disagree,,,,Price,Healthiness,,Widely available/ convenient,Neutral,Does not influence,Very familar,Somewhat important,"Yes, but I'm unsure of the difference",Neutral,Not important at all,25 - 34,Female,,,,,,,Filipino,,,,,,,,,"Yes, Puerto Rican","$40,000 - $49,999",250,Supermarket,Moderately Conservative,28,36,434,626,73,128,145,226,78,116,0.28,0.36,4.34,6.26,0.73,1.28,1.45,2.26,0.78,1.16,1,,,0,1,1
860,R_72sOkw8JrHaKfCh,Virginia,0,0,36.555,0,,,,,0,0,36.303,0,Agree,Agree,Disagree,Agree,Agree,Agree,People outside of your race in your local community,11-20%,Agree,Agree,Agree,Strongly Agree,,Locally grown,,,Price,Healthiness,,,Neutral,Does not influence,Slightly familiar,Neutral,"Yes, I understand the difference",Very important,Very important,45 - 54,Female,,,,,,,Filipino,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",150,Supermarket,Slightly Conservative,26,42,360,556,84,124,154,226,81,116,0.26,0.42,3.6,5.56,0.84,1.24,1.54,2.26,0.81,1.16,1,,,0,1,1
671,R_1DOgH7wVqDLBXjz,Tennessee,0,0,17.699,0,0,0,89.29,0,,,,,Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Strongly Agree,People outside of your race in your local community,0-5%,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,Organically grown,,,Healthiness,,,Very responsible,Slightly influences,Somewhat familiar,Neutral,"Yes, I understand the difference",Very important,Somewhat important,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",80,Health/Natural Food Store,Extremely Liberal,28,43,403,620,75,130,123,223,83,130,0.28,0.43,4.03,6.2,0.75,1.3,1.23,2.23,0.83,1.3,1,,,1,0,1
382,R_3H3mpX8RHdjA1sl,Kentucky,8.714,8.714,11.526,1,22.754,23.37,24.059,2,,,,,Strongly Agree,Strongly Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,6-10%,Neither Agree or Disagree,Agree,Agree,Strongly Agree,Disagree,,,,Price,Healthiness,,Widely available/ convenient,Somewhat responsible,Somewhat influences,Somewhat familiar,Somewhat important,"Yes, I understand the difference",Neutral,Neutral,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",300,Supermarket,Extremely Liberal,25,39,385,634,88,113,124,193,87,123,0.25,0.39,3.85,6.34,0.88,1.13,1.24,1.93,0.87,1.23,1,,,1,0,1
399,R_52SlMlyLJVzfBKI,Nevada,18.17,18.17,18.51,1,,,,,0,0,42.031,0,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,People outside of your race in your local community,6-10%,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Locally grown,,,Price,Healthiness,,,Neutral,Somewhat influences,Somewhat familiar,Neutral,"Yes, I understand the difference",Somewhat important,Somewhat important,25 - 34,Female,,,,,,,Filipino,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",200,Supermarket,Moderately Conservative,30,39,374,586,87,111,148,198,77,129,0.3,0.39,3.74,5.86,0.87,1.11,1.48,1.98,0.77,1.29,1,,,0,1,1
350,R_6GreYjGMgjKoblW,Tennessee,0,0,10.891,0,,,,,1.441,31.265,32.283,10,Neither Agree or Disagree,Neither Agree or Disagree,Disagree,Neither Agree or Disagree,Agree,Agree,Within your race but outside of your local community,0-5%,Agree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,,Organically grown,,Price,Healthiness,,,Neutral,Slightly influences,Not familiar at all,Neutral,I'm not sure,Neutral,Neutral,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",200,Supermarket,Extremely Conservative,28,37,365,586,89,120,146,223,77,130,0.28,0.37,3.65,5.86,0.89,1.2,1.46,2.23,0.77,1.3,1,,,1,1,1
565,R_7EJOkcVmbis3d1l,Ohio,0,0,4.005,0,0,0,18.943,0,,,,,Disagree,Agree,Disagree,Neither Agree or Disagree,Neither Agree or Disagree,Agree,People outside of your race in your local community,0-5%,Neither Agree or Disagree,Agree,Agree,Strongly Agree,Neither Agree or Disagree,Locally grown,,,Price,,,Widely available/ convenient,Somewhat responsible,Somewhat influences,Slightly familiar,Somewhat important,"Yes, I understand the difference",Somewhat important,Somewhat important,35 - 44,Male,White,,,,,,,,,,,,,,,"Yes, Puerto Rican","$60,000 - $69,999",100,Supermarket,Slightly Liberal,25,42,401,558,71,115,136,227,86,116,0.25,0.42,4.01,5.58,0.71,1.15,1.36,2.27,0.86,1.16,1,,,0,0,1
