duration,ResponseId,Q2,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q33_17,Q33_18,Q33_19,Q33_20,Q33_21,Q33_22,Q33_23,Q33_24,Q33_25,Q33_26,Q33_27,Q33_28,Q33_29,Q33_30,Q15,Q16_1,Q16_2,Q16_3,Q16_4,Q16_5,Q16_6,Q16_7,Q16_7_TEXT,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_6_TEXT,Q20_1,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q24_15,Q25,Q26,Q27_1,Q28,Q29_5,Q29_6,Q30_4,Q30_5,Q30_6,Q30_7,Q30_8,Q30_9,Q30_10,Q30_11,Q30_12,Q30_13,Q30_14,Q31
287,R_2VPxlmUUJdOhM45,Tennessee,,,Shelby,corn,cotton,not sure,Agree,Agree,Neutral,Pecans,Blackberries,,,,,,Mushrooms,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),none,Not Very Concerned,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,2,Trust,Strongly Trust,Neutral,Trust,Neutral,Strongly Distrust,75 - 84,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",1,Protestant,71,44,,,,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)"
295,R_3MAv197S4tjDiZj,Louisiana,Lafourche,,,"Gumbo
Seafood
Cajun",Crawfish,Not sure,Neutral,Neutral,Neutral,,,,,,,,,,,,,,None of the above,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,,,,Other (Please Specify),None,Somewhat Concerned,,,,,,Other (Please Specify),None,6,Neutral,Neutral,Trust,Trust,Strongly Distrust,Neutral,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",5,Not religious,149,0,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
241,R_eKCPT0tvZjhwLuh,Arkansas,,,,Not sure,Not sure,Not sure,Neutral,Neutral,Neutral,Pecans,,,,,,Persimmons,Mushrooms,,,Wild Nuts,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Never heard of it before,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,5,Trust,Trust,Neutral,Neutral,Distrust,Distrust,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",3,Jewish,200,0,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
428,R_1mQn9pwHnFUSBGk,Tennessee,,,Jackson,"Corn, soybean, strawberries",Rice,Not sure,Agree,Agree,Agree,,Blackberries,,,,,,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,Social Media,,Friends or Family,,,Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,7,Distrust,Trust,Neutral,Trust,Strongly Distrust,Strongly Distrust,65 - 74,Female,White,,,,,,,,,,,,,,,"Yes, Puerto Rican","$80,000 - $89,999",2,Catholic,143,33,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
473,R_1rqZUfnyuTaFujk,Tennessee,,,Davidson,Goo goo cluster,Rice,Not sure,Agree,Neutral,Neutral,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),This survey,Neutral,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,5,Neutral,Trust,Trust,Neutral,Neutral,Distrust,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",4,Atheist/Agnostic,80,42,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
505,R_3k6ezuYlQuU9l6o,Arkansas,,,,"Rice, cattle, chickens","Rice, cattle, chickens",Not sure,Agree,Agree,Neutral,Pecans,Blackberries,,,,,,,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None other than today on this survey.,Neutral,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,,,,,5,Neutral,Trust,Neutral,Neutral,Trust,Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",2,Not religious,155,41,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
460,R_0kbIleY6XL8afpD,Arkansas,,,,Tomatoes ,Corn,Not sure ,Agree,Agree,Agree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),This survey ,Neutral,,,,,,Other (Please Specify),None of these,10,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",1,Protestant,24,0,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
541,R_3JwlYYSZeE1W9yr,Louisiana,Madison,,,Vegetables. Sugar cane,Corn,Not sure ,Agree,Agree,Neutral,Pecans,,,Muscadine Grapes,,,,,,,Wild Nuts,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Never heard ,Very Concerned,Using insect repellent when outdoors,,,,,,,10,Trust,Trust,Trust,Trust,Distrust,Strongly Distrust,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",1,None of the above or other,23,27,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,Farmers market,,Food box (e.g. sourced from many farms/producers; picked up at food hub or delivered to home),,,"Supercenter and wholesale (e.g. Walmart, Costco)"
9222,R_2ci5HULvZ9cLtaB,Louisiana,St Tammany,,,"Crawfish and red Beans & rice, & kingcake","Crawfish, picked feet , and fried chicken ",Not sure ,Neutral,Neutral,Neutral,,,,,,,,Mushrooms,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Never heard of it ,Not Concerned at all,Using insect repellent when outdoors,,,,,,,10,Neutral,Neutral,Neutral,Neutral,Strongly Distrust,Strongly Distrust,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",7,None of the above or other,250,250,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
309,R_patt2PYKXtrr9Pb,Missouri,,,,Potatoes ,Don't know ,Not sure ,Disagree,Disagree,Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None ,Neutral,,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,8,Distrust,Distrust,Distrust,Neutral,Distrust,Distrust,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",4,None of the above or other,175,0,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
425,R_31vhnNeNeby66kP,Missouri,,,,Corn and soybeans ,Don't know ,Not sure ,Agree,Agree,Agree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Never heard of it ,Somewhat Concerned,Using insect repellent when outdoors,,,,,,,0,Strongly Distrust,Trust,Distrust,Neutral,Strongly Distrust,Distrust,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",6,Protestant,140,93,"Supercenter and wholesale (e.g. Walmart, Costco)",,,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
240,R_ylr9GwiuSnduXFD,Tennessee,,,Montgomery,Not sure ,Not sure ,Not sure ,Neutral,Agree,Strongly Disagree,,,,Muscadine Grapes,,,,,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None ,Not Concerned at all,Using insect repellent when outdoors,,,,,,,2,Strongly Distrust,Strongly Distrust,Strongly Distrust,Strongly Distrust,Strongly Distrust,Strongly Distrust,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",2,None of the above or other,107,64,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
320,R_ThlsENFNS4mYWn7,Missouri,,,,Grain for feed,Not sure ,Not sure ,Neutral,Neutral,Neutral,,,,,,,,,,,,,,None of the above,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",,"Educational Institutions (Schools, Colleges, etc.)",Social Media,,,,,Somewhat Concerned,,,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,7,Neutral,Trust,Neutral,Trust,Distrust,Neutral,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",4,None of the above or other,76,21,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
196,R_UPItCs6RSZvJDkB,Arkansas,,,,Tomatoes onions cauliflower ,Rice,Not sure ,Agree,Neutral,Neutral,,,,,,,,Mushrooms,Sassafras,,,,,,"No, I have never heard of this before.",,,,,,Friends or Family,,,Neutral,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,4,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,25 - 34,Male,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","Less than $10,000",1,None of the above or other,76,77,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)"
584,R_1I6rl4SfsSiFDYw,Louisiana,Jefferson,,,"Cotton, Sugarcane ","Rice , Corn",Nothing In particular ,Neutral,Disagree,Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),I didn’t know about it ,Very Concerned,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,7,Distrust,Neutral,Trust,Neutral,Distrust,Distrust,18 - 24,Male,,,,,,,,,,,,,,,some other race,"Yes, Mexican, Mexican American, Chicano","$40,000 - $49,999",5,None of the above or other,120,0,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
788,R_1QyHObE9paQTFw5,Tennessee,,,Cheatham,yellow squash,"catfish.  however, the most prevalent crop is cotton",Ocra and Corn,Strongly Agree,Agree,Disagree,Pecans,Blackberries,,,Pawpaws,,Persimmons,Mushrooms,Sassafras,,,,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,Social Media,,Friends or Family,,,Not Concerned at all,,,,,,Other (Please Specify),"I live on a farm, that has no ticks",0,Strongly Distrust,Distrust,Neutral,Trust,Distrust,Distrust,55 - 64,Male,White,,,,,,,,,,,,,,some other race,"Yes, another Hispanic, Latino, or Spanish Origin","$80,000 - $89,999",5,Catholic,210,0,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
408,R_BxORNNsNsvr0Z57,Missouri,,,,Corn,Green Beans,Okra,Agree,Agree,Agree,Pecans,Blackberries,,,,,,Mushrooms,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),This Survey,Somewhat Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,5,Trust,Trust,Trust,Trust,Neutral,Neutral,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",4,Protestant,250,152,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,,Farmers market,,,"Meal/Meal Kit Delivery Service (e.g. Blue Apron, Schwan's, etc.)",,"Supercenter and wholesale (e.g. Walmart, Costco)"
563,R_2P7oZGQd5NVeqbQ,Tennessee,,,Knox,"Tomato, squash",Melons,Okra,Agree,Agree,Neutral,,Blackberries,,Muscadine Grapes,,,,Mushrooms,,"Wild Greens (including dandelion greens, sorrel, and lamb's quarters, etc)",,,Wild Herbs,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),This survey,Somewhat Concerned,,,Checking for ticks after spending time outdoors,,,,,8,Distrust,Neutral,Neutral,Distrust,Strongly Distrust,Neutral,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",3,Protestant,120,60,"Supercenter and wholesale (e.g. Walmart, Costco)",,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
748,R_2fqud8HYKfUtUYb,Tennessee,,,Putnam,Polk salad,Turtle,Okra,Disagree,Neutral,Agree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Learn it just now ,Very Concerned,,,Checking for ticks after spending time outdoors,,,,,5,Neutral,Trust,Trust,Neutral,Neutral,Neutral,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",4,None of the above or other,149,121,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
204,R_10wxNXCPJa4wr7E,Arkansas,,,,Soul food,Alot,Olive,Strongly Agree,Agree,Agree,Pecans,Blackberries,,,,,,,,,,,,,"Yes, I had heard of Alpha-gal syndrome.","Medical professionals (Doctor, Nurse, etc.)",,,,,,,,Neutral,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,3,Trust,Neutral,Neutral,Neutral,Neutral,Neutral,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$80,000 - $89,999",4,None of the above or other,103,107,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
306,R_pFtVUyIcG8RnjJT,Louisiana,East Baton Rouge,,,"Crawfish, rice, beignets, sugarcane, pecans","Rice, sugarcane, pecans",Olives,Strongly Agree,Strongly Agree,Strongly Agree,Pecans,Blackberries,,,,,,,,,Wild Nuts,,Wild Herbs,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Not Very Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,,,,,5,Distrust,Trust,Neutral,Distrust,Distrust,Strongly Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",1,Not religious,134,121,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)"
781,R_3m7QvsO60to2sLu,Arkansas,,,,Rice and corn,Cotton and hay,Olives and grapes,Neutral,Agree,Agree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),None,Somewhat Concerned,Using insect repellent when outdoors,,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,Seeking medical advice or consultation about prevention,,,2,Strongly Distrust,Neutral,Neutral,Neutral,Distrust,Neutral,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",1,None of the above or other,50,10,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
780,R_1BXZ3jO6NKx3zpK,Missouri,,,,Corn,Carrots ,Onions,Disagree,Disagree,Strongly Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Internet,Somewhat Concerned,,,Checking for ticks after spending time outdoors,,,,,3,Distrust,Trust,Neutral,Trust,Neutral,Neutral,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",3,None of the above or other,131,130,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,Discount store (e.g. Dollar Store; Aldi),,Farmers market,"Direct from producer (other than farmers markets; e.g. CSA, farm stand, ordering online from a producer)",,,,Farmers market
286,R_10wNigAxRq3LOst,Louisiana,Lafayette,,,Sugar cane,Rice,Orange,Disagree,Agree,Neutral,,,,,,,,,,,,,,None of the above,"No, but I had heard about a tick bite that makes you allergic to red meat.",,News/Media,,,,,,,Neutral,,,,Avoiding areas known for a high presence of Lone Star ticks,,,,2,Neutral,Distrust,Neutral,Distrust,Neutral,Neutral,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",5,Catholic,154,250,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,,,,,,Discount store (e.g. Dollar Store; Aldi)
529,R_2Wx1M3qI7peIfMT,Louisiana,Lafayette,,,"Rice, sugar",Beer,Orange ,Neutral,Neutral,Strongly Disagree,Pecans,Blackberries,,,,,,,,,,,,,"No, I have never heard of this before.",,,,,,,Other (Please Specify),Have not heard of,Neutral,,,Checking for ticks after spending time outdoors,,,,,7,Strongly Distrust,Neutral,Neutral,Neutral,Strongly Distrust,Strongly Distrust,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",4,Protestant,101,93,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
877,R_3JFyQ3r3cRmP0E9,Arkansas,,,,"Southern Hush Puppies, Arkansas Possum Pie",For sure I can get the girls to go back to ,Orange orange and white wine for the then black red red io,Strongly Agree,Agree,Strongly Agree,,Blackberries,,Muscadine Grapes,Pawpaws,,,Mushrooms,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,"Educational Institutions (Schools, Colleges, etc.)",Social Media,,,,,Somewhat Concerned,,Wearing long sleeves and pants when in wooded or grassy areas,,Avoiding areas known for a high presence of Lone Star ticks,,,,10,Distrust,Neutral,Trust,Neutral,Trust,Trust,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",4,Buddhist,112,151,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,Farmers market,,,,,"Health/natural supermarket (e.g. Whole Foods, Natural Grocers)"
376,R_doFtzYy5irINTjP,Missouri,,,,Grapes,Corn,oranges,Disagree,Disagree,Disagree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,News/Media,,,,,,,Not Very Concerned,,,Checking for ticks after spending time outdoors,,,,,10,Trust,Trust,Strongly Trust,Distrust,Strongly Distrust,Strongly Distrust,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",2,Protestant,100,0,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,,,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
401,R_2n9Amey3Gl4EKCR,Arkansas,,,,Watermelon ,Don't know ,Oranges,Agree,Agree,Neutral,,Blackberries,,Muscadine Grapes,,,Persimmons,,,,Wild Nuts,,,,"No, I have never heard of this before.",,,,Social Media,,,,,Neutral,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,7,Distrust,Trust,Trust,Trust,Neutral,Neutral,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$10,000 - $19,999",2,Protestant,150,23,"Supercenter and wholesale (e.g. Walmart, Costco)",,,,Discount store (e.g. Dollar Store; Aldi),,,,,,,"Supercenter and wholesale (e.g. Walmart, Costco)"
1932,R_2P6AL2TipT9G9jA,Tennessee,,,Shelby,chicken,eggs,oranges,Strongly Agree,Strongly Agree,Strongly Agree,,Blackberries,,,,,,Mushrooms,,,,,,,"Yes, I had heard of Alpha-gal syndrome.",,News/Media,,Social Media,,,,,Somewhat Concerned,,,Checking for ticks after spending time outdoors,Avoiding areas known for a high presence of Lone Star ticks,,,,8,Strongly Trust,Trust,Trust,Neutral,Strongly Trust,Strongly Trust,25 - 34,Male,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",3,Catholic,200,90,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,,,,,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
164,R_1IBp32Gy2aF9HI0,Tennessee,,,Benton,wheat,fish,oranges,Strongly Agree,Strongly Agree,Strongly Agree,,Blackberries,,,Pawpaws,,Persimmons,,Sassafras,,Wild Nuts,Cattails,,,"No, but I had heard about a tick bite that makes you allergic to red meat.",,,,Social Media,,,,,Very Concerned,,,Checking for ticks after spending time outdoors,,Seeking medical advice or consultation about prevention,,,5,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,Strongly Trust,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",1,Catholic,121,71,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)","Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",,,Farmers market,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
441,R_2uOGoax1sdSNVqd,Tennessee,,,Davidson,corn,oranges,oranges,Agree,Agree,Agree,,,,,,,,,,,,,,None of the above,"No, I have never heard of this before.",,,,,,,Other (Please Specify),this survey,Not Very Concerned,Using insect repellent when outdoors,,,,,,,5,Distrust,Neutral,Neutral,Neutral,Neutral,Distrust,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",6,Protestant,129,11,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)","Health/natural supermarket (e.g. Whole Foods, Natural Grocers)",,Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
298,R_1kY9ffFOLRXPCUy,Mississippi,,Jones,,"Watermelon, pecans ",Peanuts ,Oranges,Neutral,Neutral,Neutral,Pecans,Blackberries,,,,,,,,,,,,,"No, I have never heard of this before.",,,,Social Media,,,,,Somewhat Concerned,Using insect repellent when outdoors,,,,,,,8,Distrust,Neutral,Neutral,Trust,Distrust,Distrust,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",4,None of the above or other,205,47,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),,,,,,"Bakery, deli, meal or fish market (gourmet or ethnic)","Supercenter and wholesale (e.g. Walmart, Costco)"
433,R_3e4T3ArFGf5OUOp,Missouri,,,,Watermelons,Rice,Oranges,Disagree,Disagree,Disagree,,,,,,,,,,,,,,None of the above,"Yes, I had heard of Alpha-gal syndrome.",,,,,,Friends or Family,,,Not Very Concerned,Using insect repellent when outdoors,Wearing long sleeves and pants when in wooded or grassy areas,Checking for ticks after spending time outdoors,,,,,8,Distrust,Trust,Neutral,Neutral,Distrust,Distrust,45 - 54,Female,White,,,,,,,,,,,,,,,"Yes, another Hispanic, Latino, or Spanish Origin","$70,000 - $79,999",4,None of the above or other,150,50,"Supercenter and wholesale (e.g. Walmart, Costco)","Supermarket and grocery (e.g. Safeway, City Market, Albertsons)",,"Convenience store/corner store (smaller stores with limited selection, e.g. Seven-Eleven)",Discount store (e.g. Dollar Store; Aldi),"Smaller format grocery store (e.g. independent grocery store, food co-op, Trader Joe's)",Farmers market,,,,,"Supermarket and grocery (e.g. Safeway, City Market, Albertsons)"
