Duration (in seconds),LocationLatitude,LocationLongitude,Q2,Q7,Q8,Q9,Q10,Q11,Q12,Q13_1,Q13_2,Q13_3,Q33,Q15,Q16,Q16_7_TEXT,Q17,Q18,Q18_6_TEXT,Q20_1,Q21_1,Q21_2,Q21_3,Q21_4,Q21_5,Q21_6,Q22,Q23,Q24,Q25,Q26,Q27_1,Q28,Q29_5,Q29_6,Q30,Q31,opp,gc,term,rid,RISN,V,LS,SVID,transaction_id,PS,Q_BallotBoxStuffing,Q_TotalDuration,Q_CHL,psid,entrySigCheck,race
159,,,8,,,83,H,H,B,2,3,1,"20,27",2,3,,3,2,,5,1,5,5,3,5,5,1,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,age,6522dd46-04c9-c3f0-7b87-e1d75a41e26a,41868610,H,,,,,,159,anonymous,Value will be set from Panel or URL,on,
22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522de1d-d4dc-e609-f38f-9f8803d2f064,41868610,H,,,,,,22,anonymous,Value will be set from Panel or URL,on,
22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522de07-648f-758b-6e2d-89afbd543f71,41868610,H,,,,,,22,anonymous,Value will be set from Panel or URL,on,
17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522de3c-b0d2-473c-1bc6-c94605fd2ea0,41868610,H,,,,,,17,anonymous,Value will be set from Panel or URL,on,
28,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522de37-b162-9586-4834-bcb515975056,41868610,H,,,,,,28,anonymous,Value will be set from Panel or URL,on,
38,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522ddfd-0890-d100-e05b-b3d524597858,41868610,H,,,,,,38,anonymous,Value will be set from Panel or URL,on,
73,,,6,,8,,snndjsojsbdbdjskwkdkbcjsjwkdlxksk,skidososkwndndkdksjdkdkskmsmdmf,Corn ,3,1,3,"18,19,21,22,29",2,"3,5,6",,2,"2,5",,5,3,4,3,3,2,2,1,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,age,6522de19-656e-4f4a-b5c4-dcff4a916175,41868610,H,,,,,,73,anonymous,Value will be set from Panel or URL,on,
52,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522de1c-b62d-b392-6ef7-e32ef35aa50a,41868610,H,,,,,,52,anonymous,Value will be set from Panel or URL,on,
28,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522de6b-4184-4126-59b8-99e0e65b3730,41868610,H,,,,,,28,anonymous,Value will be set from Panel or URL,on,
27,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522de56-99e9-ca36-959e-ff5e2288cbf0,41868610,H,,,,,,27,anonymous,Value will be set from Panel or URL,on,
340,33.7474,-84.3747,7,,,,Not sure ,Great ,Nice ,5,4,5,"19,21,22",1,"3,6",,1,"2,4",,7,5,4,5,4,2,5,4,2,2,1,4,5,9,122,182,"5,7",4,Qual29638-0912-ConsumersStudy[BA],1,,6522dd77-9419-3b67-e3e1-7188875541bd,41868610,H,1338,,,,,340,anonymous,Value will be set from Panel or URL,on,Black/AA
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522dead-527b-3c41-7348-2a2c00ae983d,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
417,32.3012,-90.1834,5,28,,, Crawfish and shrimp ,Grain ,Bread,3,4,4,"17,21",1,3,,3,4,,3,3,3,3,3,3,3,2,2,2,2,3,4,7,110,123,7,8,Qual29638-0912-ConsumersStudy[BA],1,,6522dd02-e6c5-dd32-e9a0-f7f9582bfb82,41868610,H,1338,,,,,417,anonymous,Value will be set from Panel or URL,on,
27,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522dec9-80b9-2784-320f-190461f96881,41868610,H,,,,,,27,anonymous,Value will be set from Panel or URL,on,
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522dec1-d0bf-64a4-8c41-78e691ca34be,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522deec-a2ab-fa8f-1a06-d0d5d551ad15,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
33,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522defd-8a36-77fe-41c6-90fb75039490,41868610,H,,,,,,33,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522df08-4080-622b-986f-fd723c668387,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
18,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522df14-f185-a35f-bd2f-6ed59ca76afe,41868610,H,,,,,,18,anonymous,Value will be set from Panel or URL,on,
47,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522def2-094f-1f13-4761-c47687a9ed75,41868610,H,,,,,,47,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522df28-bb56-f0f4-dab2-10b1d6570057,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
29,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522dee8-dcb3-1002-72bd-1cb12898b6b8,41868610,H,,,,,,29,anonymous,Value will be set from Panel or URL,on,
21,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522df12-d452-1847-4792-d8d91ef77b43,41868610,H,,,,,,21,anonymous,Value will be set from Panel or URL,on,
10,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522df16-5cfe-8f94-7dda-933d23788749,41868610,H,,,,,,10,anonymous,Value will be set from Panel or URL,on,
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522df3c-7439-1a4a-7058-a098c6e63a91,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
37,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522df29-dd39-7f22-9e3f-158296cbf669,41868610,H,,,,,,37,anonymous,Value will be set from Panel or URL,on,
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522df3a-6595-e239-1168-8767dccb7450,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522df4a-c076-ca84-5a29-14824fce0bac,41868610,H,,,,,,17,anonymous,Value will be set from Panel or URL,on,
299,32.7797,-96.8022,5,42,,,Chicken ,I don't know ,Fruit,2,3,2,30,3,1,,1,"2,3",,3,3,3,3,3,3,3,3,2,2,1,3,1,9,80,9,"4,6,8",4,Qual29638-0912-ConsumersStudy[BA],1,,6522de1c-8205-12f5-665f-097690576cce,41868610,H,1338,,,,,299,anonymous,Value will be set from Panel or URL,on,Black/AA
35,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522df37-7ab4-f7de-21af-6150a4bf8878,41868610,H,,,,,,35,anonymous,Value will be set from Panel or URL,on,
35,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522df65-887b-15e8-ee87-3bc82d9c244d,41868610,H,,,,,,35,anonymous,Value will be set from Panel or URL,on,
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522df71-4708-d00e-8504-ce2d1ae34f61,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522dfa8-7e80-765d-da86-f4143a5f2047,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
261,44.1552,-93.9961,5,18,,,Ice cream pizza rolls pizza sandwiches ,Dumpling coffee Lemonade ,Starbucks frappe iced coffee,4,3,2,"23,24,25,27",2,3,,2,4,,4,2,4,3,5,2,3,3,2,1,1,7,6,2,112,141,"6,9,13",6,Qual29638-0912-ConsumersStudy[BA],1,,,,,,19772504,4JLCBOvXtg6XqQcWigxO3f,29,,261,anonymous,Value will be set from Panel or URL,on,White
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522dfbf-ffd0-8452-6b94-fc07b3168deb,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
468,37.0494,-94.5069,7,,,,Corn,None ,Don't know ,3,3,2,30,3,7,None ,1,"1,2,3,4",,8,4,4,3,4,4,4,7,2,1,1,3,3,1,142,98,"4,8",5,Qual29638-0912-ConsumersStudy[BA],1,,6522de03-7e1b-edbe-3f47-26207ede12f6,41868610,H,1338,,,,,468,anonymous,Value will be set from Panel or URL,on,White
332,30.4509,-91.1563,5,57,,,Sugarcane ,"Sugarcane,  rice",I don't know ,3,3,3,30,3,7,None,3,6,None,6,4,5,4,4,4,3,5,1,1,1,11,4,2,50,150,"4,8,9",4,Qual29638-0912-ConsumersStudy[BA],1,,6522de87-7a9e-c2c4-3b08-a752e96ee0d8,41868610,H,1338,,,,,332,anonymous,Value will be set from Panel or URL,on,White
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522dfb6-ed53-002e-b62b-94c42305d78a,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e007-291a-bf99-a6dc-12f4d56d80a8,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
408,33.7485,-84.3871,6,,58,,Sweet potatoes,Soy beans,None,3,3,3,30,3,7,No one,4,6,None,3,3,4,3,3,2,2,7,2,1,1,2,,1,25,0,"4,5",5,Qual29638-0912-ConsumersStudy[BA],1,,6522de37-4301-9f1e-2254-c1ed235a0c3b,41868610,H,1338,,,,,408,anonymous,Value will be set from Panel or URL,on,White
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e012-aa2b-d9a2-f579-1e6c4c4bd6a8,41868610,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
65,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522dfc3-fa61-ef07-f2ac-05ad0a2ccb5e,41868610,H,,,,,,65,anonymous,Value will be set from Panel or URL,on,
31,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e053-078d-43db-51ec-323b65d2bc7a,41868610,H,,,,,,31,anonymous,Value will be set from Panel or URL,on,
16,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e077-b21c-47e0-d503-8c93e0c53dcd,41868610,H,,,,,,16,anonymous,Value will be set from Panel or URL,on,
38,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e048-6209-02e9-5351-ffea1c3b6375,41868610,H,,,,,,38,anonymous,Value will be set from Panel or URL,on,
17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e082-8bcc-9f1e-0108-f275ff20d762,41868610,H,,,,,,17,anonymous,Value will be set from Panel or URL,on,
36,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e09d-44c8-5a70-6970-c6eef8f3ca8f,41868610,H,,,,,,36,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e0b6-f6a0-9361-571e-08739c4a7d57,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
11,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e0c9-6c7e-5ca9-4d21-0d975f2bfb1b,41868610,H,,,,,,11,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e0e6-0fcd-125d-18c1-91f15236f105,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
203,39.249,-94.4232,7,,,,Barbecue,Corn,Unsure,1,1,1,30,1,6,,1,"3,4",,6,5,5,5,5,3,3,3,1,1,1,10,2,9,151,20,"4,5,6",4,Qual29638-0912-ConsumersStudy[BA],1,,6522e00a-4efe-e0f1-689e-10c5c7af3823,41868610,H,1338,,,,,203,anonymous,Value will be set from Panel or URL,on,White
43,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e0d6-b2a0-8697-2eec-6ea4ce317dfa,41868610,H,,,,,,43,anonymous,Value will be set from Panel or URL,on,
23,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e0d9-5d50-2bb6-82ec-db36f48eea6c,41868610,H,,,,,,23,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e0d3-6b57-8f7d-ad4e-4188dd898787,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
154,36.5037,-87.2729,8,,,63,Chicken,Seafood,Tacos ,1,4,5,30,3,"4,6",,1,3,,1,4,4,5,4,3,4,3,1,2,1,4,2,10,100,47,4,4,Qual29638-0912-ConsumersStudy[BA],1,,6522e054-dd65-e58f-30f9-3c27c95ff2e1,41868610,H,1338,,,,,154,anonymous,Value will be set from Panel or URL,on,Black/AA
23,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e0f9-1124-4324-07be-3fcaeb9cbd26,41868610,H,,,,,,23,anonymous,Value will be set from Panel or URL,on,
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e10a-8fdc-b306-a9fb-3897a7158548,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
65,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e0e2-f901-f8ed-73a2-48954f88bfa6,41868610,H,,,,,,65,anonymous,Value will be set from Panel or URL,on,
17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e124-9667-4b98-83e1-2720d5eefe8b,41868610,H,,,,,,17,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e14b-c812-3987-43d8-ae2289d1dfa0,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e145-b196-e6ce-234e-acd787172796,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
24,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e182-3d32-f533-f3db-f7cb2a64a14d,41868610,H,,,,,,24,anonymous,Value will be set from Panel or URL,on,
171,34.7448,-92.2883,8,,,79,Grapefruit,Idk,I firgot,1,3,4,"20,22,23,24",3,"3,6,7",,3,"4,5",,1,3,4,1,4,3,5,5,1,2,1,1,3,10,75,41,"5,9,10,12,13",5,Qual29638-0912-ConsumersStudy[BA],1,,6522e0e9-b7d2-a098-c412-0362d9aa3b71,41868610,H,1338,,,,,171,anonymous,Value will be set from Panel or URL,on,Black/AA
22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e165-d5d0-25c8-a855-94c021f29b04,41868610,H,,,,,,22,anonymous,Value will be set from Panel or URL,on,
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e1cc-4329-6f0b-6880-9e7266f0838a,41868610,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
11,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e1b8-bca4-1e5f-4a4a-b07343e7c0a6,41868610,H,,,,,,11,anonymous,Value will be set from Panel or URL,on,
18,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e1a4-3a58-c582-bf6c-422e75f5d0d8,41868610,H,,,,,,18,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e1b1-4366-554a-b298-cf8a13ad1840,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
10,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e1ef-6957-dee9-d3e9-f5d0955f2789,41868610,H,,,,,,10,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e1e4-5f02-3d7a-ab3c-c36fe4ad928f,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
25,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e1a9-10e2-f670-e60c-ee9fb034f19e,41868610,H,,,,,,25,anonymous,Value will be set from Panel or URL,on,
23,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e1e3-9511-0dea-329b-dc4e9af5ee2d,41868610,H,,,,,,23,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e203-5ac8-f412-7376-b731d6765cfc,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
263,41.6021,-93.6124,7,,,,Corn,Corn, Corn,3,3,3,30,3,2,,3,"1,2,3,4",,5,3,3,3,3,3,3,5,2,1,1,3,2,1,76,40,"4,8",8,Qual29638-0912-ConsumersStudy[BA],1,,6522e0e4-9207-c4b3-7103-e7161311c09b,41868610,H,1338,,,,,263,anonymous,Value will be set from Panel or URL,on,White
52,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e1bd-9d99-4359-3dfe-0b03ab82d45c,41868610,H,,,,,,52,anonymous,Value will be set from Panel or URL,on,
43,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e1d1-a9c5-a5f7-348b-8d0b063dff65,41868610,H,,,,,,43,anonymous,Value will be set from Panel or URL,on,
14,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e1f6-3a6b-7f04-220b-34d2e693c163,41868610,H,,,,,,14,anonymous,Value will be set from Panel or URL,on,
38,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e1ba-436e-64e5-0988-eecefb29099e,41868610,H,,,,,,38,anonymous,Value will be set from Panel or URL,on,
18,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e1f7-e0aa-2bce-1d47-413ffc0f9a3c,41868610,H,,,,,,18,anonymous,Value will be set from Panel or URL,on,
17,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e1c6-ac5a-b724-d753-5ec8c279a763,41868610,H,,,,,,17,anonymous,Value will be set from Panel or URL,on,
512,32.3012,-90.1834,6,,25,,Most ,60 persent,Fish,4,4,5,30,3,2,,4,"1,2,3,4",,5,1,2,2,2,2,2,6,1,1,1,2,3,10,64,97,"4,7",10,Qual29638-0912-ConsumersStudy[BA],1,,6522dfb6-027c-11ef-061a-bc433af9142e,41868610,H,1338,,,,,512,anonymous,Value will be set from Panel or URL,on,White
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e22a-f255-3986-ffcd-9a13951eb7b4,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
22,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e238-40f6-beb1-a29b-dda5ea7afe3b,41868610,H,,,,,,22,anonymous,Value will be set from Panel or URL,on,
56,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e1ec-04ec-a604-04d7-450319291be2,41868610,H,,,,,,56,anonymous,Value will be set from Panel or URL,on,
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e24a-bd08-ba86-c7ed-aa794b3f5940,41868610,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
530,34.7448,-92.2883,2,,,,Spinach ,Squash ,Don't know,3,3,3,17,3,7,Just now heard of it,2,"1,3,4,5",,6,3,4,4,3,2,2,5,2,1,1,6,2,9,149,57,"4,5,7,8,14",5,Qual29638-0912-ConsumersStudy[BA],1,,6522e04d-cd15-4712-7396-bc32f0e7c21e,41868610,H,1338,,,,,530,anonymous,Value will be set from Panel or URL,on,White
28,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e225-e792-12fc-515d-460b03780897,41868610,H,,,,,,28,anonymous,Value will be set from Panel or URL,on,
40,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e246-2cae-fae8-04e0-9cb00c0df65e,41868610,H,,,,,,40,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e230-b4ec-2a7a-ebd7-429ca2f9e005,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
176,39.0537,-94.5906,7,,,,Barbecue ,I don’t know,Corn,3,1,3,"18,24,27",2,3,,1,3,,4,2,4,3,4,1,2,2,2,"2,5",3,2,6,9,93,119,"4,5,6,13",7,Qual29638-0912-ConsumersStudy[BA],1,,6522e1ad-47ce-c6cb-d926-b7b7801c33e8,41868610,H,1338,,,,,176,anonymous,Value will be set from Panel or URL,on,
12,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e24c-b3c0-f306-255a-a8cd47f8ba1e,41868610,H,,,,,,12,anonymous,Value will be set from Panel or URL,on,
19,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e261-88ad-18ce-f363-4b8adcea662f,41868610,H,,,,,,19,anonymous,Value will be set from Panel or URL,on,
32,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e253-de25-cc68-9279-53cb89cb1d39,41868610,H,,,,,,32,anonymous,Value will be set from Panel or URL,on,
27,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e278-79ba-965c-2b01-e5f5b7252ecf,41868610,H,,,,,,27,anonymous,Value will be set from Panel or URL,on,
11,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e277-43b4-23c6-851f-83c6d9d926bd,41868610,H,,,,,,11,anonymous,Value will be set from Panel or URL,on,
337,29.4213,-98.5313,7,,,,My state is associated with growing corn ,I don't really know ,"I can't think of anything. 
",4,5,5,18,3,4,,3,"3,5",,8,4,5,4,4,5,5,3,2,1,1,3,3,4,99,106,"5,9",5,Qual29638-0912-ConsumersStudy[BA],1,,6522e168-57b5-9bf6-d47f-eb02f9e20192,41868610,H,1338,,,,,337,anonymous,Value will be set from Panel or URL,on,White
15,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e2a9-4edf-1c06-6904-00ea1942ac74,41868610,H,,,,,,15,anonymous,Value will be set from Panel or URL,on,
13,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e2a2-4d0d-1024-8293-0259c448afce,41868610,H,,,,,,13,anonymous,Value will be set from Panel or URL,on,
323,29.6654,-95.7245,5,52,,,Crawfish,Cotton,Crawfish,3,3,3,17,3,4,,3,4,,7,3,3,3,3,2,2,3,1,1,1,11,3,9,202,59,5,5,Qual29638-0912-ConsumersStudy[BA],1,,6522e18a-cea6-1625-3efd-81ab4f36ace8,41868610,H,1338,,,,,323,anonymous,Value will be set from Panel or URL,on,White
11,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual29638-0912-ConsumersStudy[BA],2,states,6522e28d-f6f7-002c-2748-4962b6cb0f2b,41868610,H,,,,,,11,anonymous,Value will be set from Panel or URL,on,
