"","ResponseId","Q2","Q11","t2"
"814","R_3s1C8ZEldxsKdVb","arkansas","corn","corn"
"815","R_1isXSkAhO0Xyfbc","missouri","corn","corn"
"816","R_3CJxsIqmciwmrau","missouri","corn","corn"
"817","R_2tytODGi4rdYL2R","tennessee","corn","corn
potatoes"
"818","R_2tytODGi4rdYL2R","tennessee","potatoes","corn
potatoes"
"819","R_27vd1Eo19mkr8M7","arkansas","cotton","cotton"
"820","R_2bJA29KHx3BGHH3","louisiana","seafood","crawfish"
"821","R_wL8ygksoEvr8Utb","louisiana","seafood","crawfish"
"822","R_2WItS5mnhBJjzTa","missouri","none","none"
"823","R_2cqfYchX30Vxm8e","mississippi","none","none"
"824","R_2qwSpXMcJwEVw9S","tennessee","none","none"
"825","R_1QEn1fyPgAUmPzx","louisiana","mudpie","mudpie"
"826","R_2TmAFoNWU0KSdzU","louisiana","none","none"
"827","R_2BfBwPVwBWatGCU","tennessee","none","none"
"828","R_2EiQnDG6HGwDGKI","tennessee","none","none"
"829","R_3sohdUmKZFjqB7e","tennessee","pizza","pizza"
"830","R_3kMnpExjMiwueSf","arkansas","rice","rice"
"831","R_1ifFOawgmqEThXB","louisiana","rice","rice"
"832","R_1ifFOawgmqEThXB","louisiana","sugarcane","sugarcane"
"833","R_1ifFOawgmqEThXB","louisiana","seafood","crawfish"
"834","R_2cClLJAxqPrmJZd","tennessee","soybeans","soybeans"
"835","R_5iKFiZ86opHX8rv","mississippi","soybeans","soybeans"
"836","R_eQFxpqJxH12yK2t","mississippi","soybeans","soybeans"
"837","R_1H5XTNfbBSZ35bZ","louisiana","seafood","fish"
"838","R_3EK0dkPS5volOQr","missouri","none","none"
"839","R_1K9L4jwLbV8wF7g","mississippi","none","none"
"840","R_3O6PIGo00c8bvEh","louisiana","sugarcane","sugarcane"
"841","R_sjSxqLVJHNfM1wJ","arkansas","rice","rice"
"842","R_29tCLBCFdCF1rRP","tennessee","none","none"
"843","R_1IZuzYOlLRLXwS4","arkansas","rice","rice"
"844","R_1IZuzYOlLRLXwS4","arkansas","corn","corn"
"845","R_1IZuzYOlLRLXwS4","arkansas","apple","apple"
"846","R_9Ym5ivf7WogX2hP","missouri","barbecue","barbecue"
"847","R_Yc8iLljOh5sPA8V","mississippi","beef","beef"
"848","R_Yc8iLljOh5sPA8V","mississippi","soybeans","soybeans"
"849","R_2QxkSOpWukQ6C62","tennessee","corn","corn"
"850","R_2E78HzP91Qepzi8","missouri","cotton","cotton"
"851","R_2VPxlmUUJdOhM45","tennessee","cotton","cotton"
"852","R_3MAv197S4tjDiZj","louisiana","seafood","crawfish"
"853","R_eKCPT0tvZjhwLuh","arkansas","none","none"
"854","R_1mQn9pwHnFUSBGk","tennessee","rice","rice"
"855","R_1rqZUfnyuTaFujk","tennessee","rice","rice"
"856","R_3k6ezuYlQuU9l6o","arkansas","rice","rice"
"857","R_3k6ezuYlQuU9l6o","arkansas","beef","beef"
"858","R_3k6ezuYlQuU9l6o","arkansas","chicken","chicken"
"859","R_0kbIleY6XL8afpD","arkansas","corn","corn"
"860","R_3JwlYYSZeE1W9yr","louisiana","corn","corn"
"861","R_2ci5HULvZ9cLtaB","louisiana","seafood","crawfish"
"862","R_2ci5HULvZ9cLtaB","louisiana","pickledfeet","pickledfeet"
"863","R_2ci5HULvZ9cLtaB","louisiana","friedpickles","friedpickles"
"864","R_patt2PYKXtrr9Pb","missouri","none","none"
"865","R_31vhnNeNeby66kP","missouri","none","none"
"866","R_ylr9GwiuSnduXFD","tennessee","none","none"
"867","R_ThlsENFNS4mYWn7","missouri","none","none"
"868","R_UPItCs6RSZvJDkB","arkansas","rice","rice"
"869","R_1I6rl4SfsSiFDYw","louisiana","rice","rice"
"870","R_1I6rl4SfsSiFDYw","louisiana","corn","corn"
"871","R_1QyHObE9paQTFw5","tennessee","seafood","fish"
"872","R_1QyHObE9paQTFw5","tennessee","cotton","cotton"
"873","R_BxORNNsNsvr0Z57","missouri","greenbeans","greenbeans"
"874","R_2P7oZGQd5NVeqbQ","tennessee","melons","melons"
"875","R_2fqud8HYKfUtUYb","tennessee","turtle","turtle"
"876","R_10wxNXCPJa4wr7E","arkansas","none","none"
"877","R_pFtVUyIcG8RnjJT","louisiana","rice","rice"
"878","R_pFtVUyIcG8RnjJT","louisiana","sugarcane","sugarcane"
"879","R_pFtVUyIcG8RnjJT","louisiana","pecans","pecans"
"880","R_3m7QvsO60to2sLu","arkansas","cotton","cotton"
"881","R_3m7QvsO60to2sLu","arkansas","hay","hay"
"882","R_1BXZ3jO6NKx3zpK","missouri","carrots","carrots"
"883","R_10wNigAxRq3LOst","louisiana","rice","rice"
"884","R_2Wx1M3qI7peIfMT","louisiana","beer","beer"
"885","R_doFtzYy5irINTjP","missouri","corn","corn"
"886","R_2n9Amey3Gl4EKCR","arkansas","none","none"
"887","R_2P6AL2TipT9G9jA","tennessee","eggs","eggs"
"888","R_1IBp32Gy2aF9HI0","tennessee","seafood","fish"
"889","R_2uOGoax1sdSNVqd","tennessee","oranges","oranges"
"890","R_1kY9ffFOLRXPCUy","mississippi","peanuts","peanuts"
"891","R_3e4T3ArFGf5OUOp","missouri","rice","rice"
"892","R_u9xKTlcgHZjgTMR","tennessee","tobacco","tobacco"
"893","R_umQudvNcuvoM4Zb","arkansas","tomatoes","tomatoes"
"894","R_10GaptmzPokxd1Z","mississippi","corn","corn"
"895","R_RkrN5H3i2ftTnH3","arkansas","rice","rice corn sugar"
"896","R_RkrN5H3i2ftTnH3","arkansas","corn","rice corn sugar"
"897","R_RkrN5H3i2ftTnH3","arkansas","sugar","rice corn sugar"
"898","R_27qHSd125yjsXQF","louisiana","pecans","pecans"
"899","R_27qHSd125yjsXQF","louisiana","peas","peas"
"900","R_1FEucabU1JIF8RW","louisiana","corn","corn"
"901","R_1FEucabU1JIF8RW","louisiana","soybeans","soybeans"
"902","R_1FEucabU1JIF8RW","louisiana","rice","rice"
"903","R_2ALKMZRJKRguKd6","tennessee","none","none"
"904","R_2VjZ8gsrg9DJ6D3","tennessee","corn","corn"
"905","R_2VjZ8gsrg9DJ6D3","tennessee","tomatoes","tomatoes"
"906","R_2VjZ8gsrg9DJ6D3","tennessee","potatoes","potatoes"
"907","R_2VjZ8gsrg9DJ6D3","tennessee","peas","peas"
"908","R_2VjZ8gsrg9DJ6D3","tennessee","soybeans","soybeans"
"909","R_1M569FUkrsw9mqn","missouri","corn","corn"
"910","R_1M569FUkrsw9mqn","missouri","soybeans","soybeans"
"911","R_3DkBh8rYioxBmnM","mississippi","chicken","chicken"
"912","R_3DkBh8rYioxBmnM","mississippi","beef","beef"
"913","R_2YrAuvAHJ2Gliya","louisiana","potatoes","potatoes"
"914","R_3iKdZd1TWhJ7Kzq","louisiana","seafood","fish"
"915","R_PFZ8LoPETwqGYet","arkansas","apple","apple"
"916","R_1o6FXC5DFEQQJBJ","louisiana","hotdogs","hotdogs"
"917","R_1o6FXC5DFEQQJBJ","louisiana","sushi","sushi"
"918","R_by1rDxOmP8R31ex","tennessee","pie","pie"
"919","R_1ONzvy51FpvgPM6","tennessee","pie","pie"
"920","R_3JxUvWlwk2UMQHc","arkansas","pizza","pizza"
"921","R_3gTPuPxFEhfd2Fv","missouri","corn","corn"
"922","R_3exjxdpc32Lf7ZY","tennessee","mushrooms","mushrooms"
"923","R_2OVERgmImNqKdd3","tennessee","blackberries","blackberries"
"924","R_2RVOZeuWur7zDnd","louisiana","turnips","turnips"
"925","R_2wukS23HbH4TsIq","tennessee","grapes","grapes"
"926","R_u4G9N6yvxHi5QT7","arkansas","collardgreens","collardgreens turnips"
"927","R_u4G9N6yvxHi5QT7","arkansas","turnips","collardgreens turnips"
"928","R_1PUzl6AxHoJwgFH","louisiana","seafood","crawfish"
"929","R_297bZBpYYRwpKkI","missouri","onions","onions"
"930","R_2ZWAKeUWDwY3IRo","mississippi","potatoes","potatoes"
"931","R_265PWoH7WtVo0FG","tennessee","seafood","seafood"
"932","R_1GHb8RBFpSLmdgB","tennessee","corn","corn"
"933","R_2qvHoFTzYJtFBLI","mississippi","corn","corn"
"934","R_1TEkboogTI3qISt","arkansas","oranges","oranges"
"935","R_3Gr264T4Y8UEwxu","tennessee","soybeans","soybeans"
"936","R_3Hn3NlclPMgQ44s","arkansas","vegetables","vegetables"
"937","R_8CguiqQ95fHOuJz","arkansas","rice","rice"
"938","R_8CguiqQ95fHOuJz","arkansas","sweetpotatoes","sweetpotatoes"
"939","R_8CguiqQ95fHOuJz","arkansas","wheat","wheat"
"940","R_8CguiqQ95fHOuJz","arkansas","corn","corn"
"941","R_8CguiqQ95fHOuJz","arkansas","peanuts","peanuts"
"942","R_2vjrJkBj8QkfRxW","tennessee","trout","trout"
"943","R_1K7S16xxCML9LAQ","tennessee","corn","corn"
"944","R_3nqNFLJueTkjfMA","mississippi","corn","corn"
"945","R_3nqNFLJueTkjfMA","mississippi","potatoes","potatoes"
"946","R_3nqNFLJueTkjfMA","mississippi","soybeans","soybeans"
"947","R_3nqNFLJueTkjfMA","mississippi","rice","rice"
"948","R_svZqRxOslCNLMnn","louisiana","friedpickles","friedpickles"
"949","R_ZmyxYQ3rg4w7m1z","missouri","rice","rice"
"950","R_sUo8dOnkA9bqhTH","tennessee","soybeans","soybeans"
"951","R_1jfvjTihAAk7cJp","mississippi","seafood","fish"
"952","R_24rfN0CrbJzdIst","mississippi","peanuts","peanuts"
"953","R_24rfN0CrbJzdIst","mississippi","watermelon","watermelon"
"954","R_2dQKo1WH9ZCmpCO","tennessee","corn","corn"
"955","R_3oXWfr6wuZSzWcu","tennessee","none","none"
"956","R_RCRfVks64EY9ymJ","arkansas","rice","rice"
"957","R_RCRfVks64EY9ymJ","arkansas","wheat","wheat"
"958","R_RCRfVks64EY9ymJ","arkansas","soybeans","soybeans"
"959","R_RCRfVks64EY9ymJ","arkansas","corn","corn"
"960","R_2pS704iHAFyzw25","tennessee","soybeans","soybeans"
"961","R_2QyuCTka27xjy37","tennessee","corn","corn"
"962","R_ufEKrKmGONnftrH","tennessee","corn","corn"
"963","R_bOCGTH6DTq7zfZD","mississippi","corn","corn catfish"
"964","R_bOCGTH6DTq7zfZD","mississippi","catfish","corn catfish"
"965","R_3emjy90k7yEdAIJ","arkansas","cotton","cotton"
"966","R_22K6hmPDvYSU76u","mississippi","rice","rice"
"967","R_1mrsKv5b0sroiOB","missouri","rice","rice"
"968","R_2wEnMAMD1SNuNnR","tennessee","pawpaws","pawpaws"
"969","R_9Buc5KeYqgVTpAd","arkansas","pecans","pecans"
"970","R_3n3fbKo5BRfWsuy","missouri","friedpickles","friedpickles"
"971","R_3PYTL0EHiCCEjOJ","mississippi","corn","corn"
"972","R_3D8iREKD2ndyQMh","tennessee","meat","meat"
"973","R_3D8iREKD2ndyQMh","tennessee","pork","pork"
"974","R_3qDRZ8RX9JRhFam","louisiana","corn","corn"
"975","R_0pKeThkFrVBxQlP","missouri","soybeans","soybeans"
"976","R_29tQaQDmTpoft8i","arkansas","berries","berries"
"977","R_3qBvl1OaOuOJHMV","missouri","mexican","mexican"
"978","R_T2iz7mLxJm5EpW1","tennessee","bread","bread"
"979","R_3ltBo4OPETnVp6E","louisiana","pizza","pizza"
"980","R_1cY8RiH76ootRkt","mississippi","friedpickles","friedpickles"
"981","R_1EKfjz6mbC4XbwJ","arkansas","pizza","pizza
donut"
"982","R_1EKfjz6mbC4XbwJ","arkansas","donut","pizza
donut"
"983","R_3fWcYeRi1QuVqsU","tennessee","rice","rice"
"984","R_3fWcYeRi1QuVqsU","tennessee","fruit","fruit"
"985","R_1C3ZWh4ZWJbPMtP","louisiana","seafood","seafood"
"986","R_21oHtCaePGVeLKi","mississippi","apple","apple pizza fruit"
"987","R_21oHtCaePGVeLKi","mississippi","pizza","apple pizza fruit"
"988","R_21oHtCaePGVeLKi","mississippi","fruit","apple pizza fruit"
"989","R_28YsPKhOtU2TjBj","tennessee","none","none"
"990","R_3fBMUvEf4aKEy1u","tennessee","pork","pork"
"991","R_ZfslHiRQrjVyy4x","tennessee","soybeans","soybeans"
"992","R_ZfslHiRQrjVyy4x","tennessee","tomatoes","tomatoes"
"993","R_ZfslHiRQrjVyy4x","tennessee","corn","corn"
"994","R_XY7Q7zG7PDjCbNn","tennessee","seafood","shrimp"
"995","R_1IZySR5zrpWiaAD","louisiana","jambalaya","jambalaya gumbo etouffee"
"996","R_1IZySR5zrpWiaAD","louisiana","gumbo","jambalaya gumbo etouffee"
"997","R_1IZySR5zrpWiaAD","louisiana","etouffee","jambalaya gumbo etouffee"
"998","R_tVuFgWElt0LqHkt","tennessee","gumbo","gumbo"
"999","R_2wcrhuV8kMZNqi2","arkansas","rice","rice"
"1000","R_2b1ddSooSHlzk0Q","tennessee","wheat","wheat"
"1001","R_SW4fKQ3C2ul3Xrj","mississippi","carrots","carrots"
"1002","R_1PXEfHZsDmeQ9oo","mississippi","seafood","fish"
"1003","R_3HYR56Jl464vj8t","mississippi","chicken","chicken"
"1004","R_3qVe6xHXR66c1ZP","arkansas","corn","corn"
"1005","R_2xRe8k40ezkl3ZW","louisiana","corn","corn"
"1006","R_2UbdyLMUEmHcG1c","mississippi","corn","corn"
"1007","R_2UbdyLMUEmHcG1c","mississippi","wheat","wheat"
"1008","R_2UbdyLMUEmHcG1c","mississippi","rice","rice"
"1009","R_pMLTKGDMxNUswdr","arkansas","cotton","cotton"
"1010","R_O1MyMY0LD1xHEJz","missouri","greens","greens"
"1011","R_3JqppVlA6hTZSRt","tennessee","none","none"
"1012","R_1DRPB20YxaudWUK","arkansas","peanuts","peanuts"
"1013","R_2CrhNIZ4jRJMOKS","arkansas","rice","rice"
"1014","R_3JZdgRpmUjHxZu1","tennessee","rice","rice"
"1015","R_3JZdgRpmUjHxZu1","tennessee","corn","corn"
"1016","R_3JZdgRpmUjHxZu1","tennessee","tomatoes","tomatoes"
"1017","R_RIiRQt56ZOzKRNf","mississippi","sauce","sauce"
"1018","R_2ZIWlpbtndm4qHy","louisiana","seafood","shrimp"
"1019","R_2cuRwMQrj0oM1LS","missouri","soybeans","soybeans"
"1020","R_3I6JL9ZStAAIkcK","missouri","soybeans","soybeans"
"1021","R_2hED6WsGILnd5OF","tennessee","none","none"
"1022","R_3J7NUt2ryaL4N2B","arkansas","wheat","wheat"
"1023","R_eXwcdef8gIHtAQh","arkansas","burgers","burgers"
"1024","R_12cgXgXECvaUfoU","arkansas","seafood","fish"
"1025","R_3sntKMxSMTRxjdY","mississippi","seafood","fish"
"1026","R_cO64kGujX28elWh","tennessee","corn","corn"
"1027","R_29npj87jlBJ09lG","missouri","corn","corn"
"1028","R_3k7WXVfvL459v1V","missouri","corn","corn"
"1029","R_3k7WXVfvL459v1V","missouri","wheat","wheat"
"1030","R_sCrQrzK8xBT8HJv","missouri","corn","corn"
"1031","R_sCrQrzK8xBT8HJv","missouri","soybeans","soybeans"
"1032","R_sCrQrzK8xBT8HJv","missouri","wheat","wheat"
"1033","R_6M8s67NHYnApybT","tennessee","onions","onions"
"1034","R_Tn0lqFXOJzI8prP","tennessee","oranges","oranges"
"1035","R_10xhhd6ngBHDjae","arkansas","potatoes","potatoes"
"1036","R_ufzEy7K9IZqiOIx","tennessee","pumpkin","pumpkin"
"1037","R_2Y9WX8bQ6KXigAK","arkansas","rice","rice"
"1038","R_33vFQB5jEj620a0","arkansas","soybeans","soybeans"
"1039","R_30629J5gM0Tgq5c","tennessee","beef","beef"
"1040","R_3hyy5oj3IGhFPCe","missouri","tomatoes","tomatoes"
"1041","R_12bt0ySHg7uwbMc","tennessee","tomatoes","tomatoes"
"1042","R_29nx3yOWxem9FhM","arkansas","wheat","wheat"
"1043","R_1Ce8bOelNUaRKqN","mississippi","soybeans","soybeans"
"1044","R_1Ce8bOelNUaRKqN","mississippi","corn","corn"
"1045","R_1Ce8bOelNUaRKqN","mississippi","seafood","fish"
"1046","R_2YQVIIvLfoRUYqa","tennessee","barbecue","barbecue"
"1047","R_uxCuBdA4vGHZSGR","tennessee","potatoes","potatoes"
"1048","R_uxCuBdA4vGHZSGR","tennessee","squash","squash"
"1049","R_uxCuBdA4vGHZSGR","tennessee","soybeans","soybeans"
"1050","R_uxCuBdA4vGHZSGR","tennessee","corn","corn"
"1051","R_uxCuBdA4vGHZSGR","tennessee","peas","peas"
"1052","R_3iyeio3nTxcV9si","tennessee","soybeans","soybeans"
"1053","R_3hnCEpEFjtrOp9f","louisiana","mudpie","mudpie"
"1054","R_2rDd4fG0HZzXHhv","louisiana","wheat","wheat"
"1055","R_1NhrDSM9fRsNK7e","tennessee","wheat","wheat"
"1056","R_esWoe6fk7Y1xfkB","tennessee","cake","cake"
"1057","R_esWoe6fk7Y1xfkB","tennessee","cupcakes","cupcakes"
"1058","R_esWoe6fk7Y1xfkB","tennessee","sodas","sodas"
"1059","R_7V4fQEd6kfuZRvj","arkansas","vegetables","vegetables"
"1060","R_2ClWYZTT61PWsXZ","missouri","toasted","toasted ravioli"
"1061","R_2ClWYZTT61PWsXZ","missouri","ravioli","toasted ravioli"
"1062","R_2ZQhvScwRijVFWf","tennessee","seafood","seafood"
"1063","R_2ZQhvScwRijVFWf","tennessee","mudpie","mudpie"
"1064","R_1ieTRiVx5QGLavl","louisiana","chicken","chicken"
"1065","R_2PbYtZruzOdH0j8","mississippi","tomatoes","tomatoes"
"1066","R_27OPWzuwHSaFzlZ","missouri","soybeans","soybeans"
"1067","R_OI5yWWTacpDFTeV","tennessee","tacos","tacos sweetcorn"
"1068","R_OI5yWWTacpDFTeV","tennessee","sweetcorn","tacos sweetcorn"
"1069","R_23Tzt6ZkzoeMlxf","louisiana","oranges","oranges"
"1070","R_23Tzt6ZkzoeMlxf","louisiana","peaches","peaches"
"1071","R_elf7qoqfDOc7OBX","louisiana","seafood","crawfish"
"1072","R_1pJQnokE2ogUx2R","arkansas","soybeans","soybeans"
"1073","R_1fdY1GpvAA9hRHz","louisiana","biscuit","biscuit"
"1074","R_2Ya1kJ016DnUyj3","mississippi","seafood","fish"
"1075","R_2Ya1kJ016DnUyj3","mississippi","corn","corn"
"1076","R_2Ya1kJ016DnUyj3","mississippi","greens","greens"
"1077","R_30uTmIDxBkXZOeZ","arkansas","corn","corn"
"1078","R_3ejWSDFMikVdgy7","missouri","corn","corn"
"1079","R_3HhQeukxFPKVRmQ","missouri","corn","corn"
"1080","R_TcLB5qYjnYWz4K5","mississippi","corn","corn
rice"
"1081","R_TcLB5qYjnYWz4K5","mississippi","rice","corn
rice"
"1082","R_TiP1dDB2ZiRXGdX","tennessee","cotton","cotton"
"1083","R_1kM3pX7a8HFGmAm","arkansas","cotton","cotton"
"1084","R_1kM3pX7a8HFGmAm","arkansas","rice","rice"
"1085","R_R3Hj1QoFwQoOWnn","tennessee","cotton","cotton"
"1086","R_R3Hj1QoFwQoOWnn","tennessee","soybeans","soybeans"
"1087","R_R3Hj1QoFwQoOWnn","tennessee","rice","rice"
"1088","R_1Cmz5YQ3lJRVwmm","louisiana","seafood","crawfish
shrimp"
"1089","R_1Cmz5YQ3lJRVwmm","louisiana","seafood","crawfish
shrimp"
"1090","R_1polefTrnrGwQF2","louisiana","grains","grains"
"1091","R_2QYbqaLUDoObjDH","louisiana","none","none"
"1092","R_bmyqnoqTVdTZHG1","arkansas","none","none"
"1093","R_2WOJED2rumUKlul","louisiana","okra","okra"
"1094","R_2WOJED2rumUKlul","louisiana","seafood","fish"
"1095","R_22zgCmLQCV40HaR","tennessee","peanuts","peanuts"
"1096","R_yLcxCAumyvbwkN3","missouri","peanuts","peanuts"
"1097","R_2zFNhgKu7LYWVhj","tennessee","persimmons","persimmons"
"1098","R_33v5NOeuu1S6Df6","arkansas","potatoes","potatoes"
"1099","R_1St9MjBrhMordZv","louisiana","raisin","raisin"
"1100","R_2QnFkE2yXZO6znu","louisiana","rice","rice"
"1101","R_2rjAaWJknOfOwjZ","louisiana","rice","rice"
"1102","R_1OTEkgryVeYZdVn","arkansas","rice","rice"
"1103","R_1LYyEz6BEJtYmMB","arkansas","rice","rice"
"1104","R_1DqjrNnbp8IjIs9","tennessee","rice","rice"
"1105","R_3OqO7APzCnnXseD","missouri","rice","rice"
"1106","R_DGKfa2nOlROrvFL","tennessee","rice","rice"
"1107","R_OoLI5Jd2NaLpHvH","arkansas","rice","rice"
"1108","R_1OppmAYCdGPWp3B","tennessee","rice","rice"
"1109","R_2y8l9qBBNhjDLmI","arkansas","rice","rice"
"1110","R_3iCgHu089veOJ5p","tennessee","rice","rice"
"1111","R_3iCgHu089veOJ5p","tennessee","cocoa","cocoa"
"1112","R_3iCgHu089veOJ5p","tennessee","cotton","cotton"
"1113","R_3syJPqSeVn9ozUJ","arkansas","rice","rice"
"1114","R_3syJPqSeVn9ozUJ","arkansas","cotton","cotton"
"1115","R_3syJPqSeVn9ozUJ","arkansas","soybeans","soybeans"
"1116","R_1oHblzScyFS4GTp","louisiana","seafood","shrimp"
"1117","R_3DbcfRc0bXEXd6s","missouri","sorghum","sorghum"
"1118","R_1daFOAQ5ORrnIJ7","arkansas","soybeans","soybeans cotton corn"
"1119","R_1daFOAQ5ORrnIJ7","arkansas","cotton","soybeans cotton corn"
"1120","R_1daFOAQ5ORrnIJ7","arkansas","corn","soybeans cotton corn"
"1121","R_3qPEjXzjrge1GhE","arkansas","soybeans","soybeans"
"1122","R_3lYLdXMnQPlCm0z","missouri","wheat","wheat"
"1123","R_3Rr0vKd80X4lAcs","tennessee","wheat","wheat"
"1124","R_3Rr0vKd80X4lAcs","tennessee","cotton","cotton"
"1125","R_1i8u2elgeP8eVdL","tennessee","greens","greens"
"1126","R_9Bl1qM7NMojLSil","tennessee","pasta","pasta pumpkin"
"1127","R_9Bl1qM7NMojLSil","tennessee","pumpkin","pasta pumpkin"
"1128","R_30wWIQWURlvdpsS","mississippi","soybeans","soybeans"
"1129","R_1Ne7RectRRf3afa","arkansas","rice","rice"
"1130","R_1Ne7RectRRf3afa","arkansas","chicken","chicken"
"1131","R_xbFMjvpFpkpsfuh","arkansas","mudpie","mudpie"
"1132","R_xbFMjvpFpkpsfuh","arkansas","friedpickles","friedpickles"
"1133","R_xbFMjvpFpkpsfuh","arkansas","deltatamales","deltatamales"
"1134","R_xbFMjvpFpkpsfuh","arkansas","poboy","poboy"
"1135","R_33dMkFi9GKXOGYa","arkansas","rice","rice soybeans"
"1136","R_33dMkFi9GKXOGYa","arkansas","soybeans","rice soybeans"
"1137","R_3HnvhYTxsoe0Z58","arkansas","beans","beans rice"
"1138","R_3HnvhYTxsoe0Z58","arkansas","rice","beans rice"
"1139","R_2B8QoMKVAbCVJCY","tennessee","cotton","cotton
soybeans"
"1140","R_2B8QoMKVAbCVJCY","tennessee","soybeans","cotton
soybeans"
"1141","R_1MLCwDPA3NFcpTc","missouri","soybeans","soybeans"
"1142","R_1MLCwDPA3NFcpTc","missouri","corn","corn"
"1143","R_1MLCwDPA3NFcpTc","missouri","sorghum","sorghum"
"1144","R_1MLCwDPA3NFcpTc","missouri","rice","rice"
"1145","R_1MLCwDPA3NFcpTc","missouri","wheat","wheat"
"1146","R_2PaEAIdKDAf8nUG","mississippi","soybeans","soybeans"
"1147","R_BPc2lAt58boKCfn","tennessee","seafood","fish"
"1148","R_10TbaarGVWWzhWB","missouri","flautas","flautas"
"1149","R_2y1ouONgcAR7pIU","louisiana","peanuts","peanuts"
"1150","R_O2tXVFgEzDrxn2x","tennessee","sausage","sausage"
"1151","R_2rSo914gzzZZ74t","arkansas","seafood","seafood"
"1152","R_1isbtleHpDelD8w","tennessee","sausage","sausage"
"1153","R_9QYBlLgfSDEPVYd","tennessee","seafood","fish"
"1154","R_3knZ7ip29wvxTHM","tennessee","chicken","chicken"
"1155","R_3ixR9H5r6M4itUV","louisiana","corn","corn"
"1156","R_eycnZy22i09EWw9","tennessee","seafood","fish"
"1157","R_2zhTySUfBbUpmrJ","missouri","seafood","fish"
"1158","R_33jQVOs93Nesc3t","louisiana","seafood","seafood"
"1159","R_uq7ZmFdWVxuPmMx","arkansas","trout","trout"
"1160","R_2ClffJfUtgxNcUz","mississippi","soulfood","soulfood"
"1161","R_3Pug1hLjw7yT4Cc","louisiana","seafood","fish"
"1162","R_DBIspAiyPwab5yF","tennessee","seafood","fish"
"1163","R_PYWoW33h5suvNeN","louisiana","cotton","cotton"
"1164","R_1pmlG5tkoY74PJc","mississippi","seafood","crawfish"
"1165","R_1ouuVeb9wBLt4WP","louisiana","seafood","crawfish"
"1166","R_3UaZxlDBIoHqGXL","arkansas","seafood","fish"
"1167","R_2Sjdx6kp7CAjA8Q","louisiana","seafood","fish"
"1168","R_2Sjdx6kp7CAjA8Q","louisiana","seafood","shrimp"
"1169","R_2Sjdx6kp7CAjA8Q","louisiana","oysters","oysters"
"1170","R_2Sjdx6kp7CAjA8Q","louisiana","crayfish","crayfish"
"1171","R_2fAG0HNq0jDdJ58","louisiana","seafood","fish"
"1172","R_ywLLM5hf50Bqtwd","louisiana","seafood","shrimp"
"1173","R_ywLLM5hf50Bqtwd","louisiana","seafood","crawfish"
"1174","R_ywLLM5hf50Bqtwd","louisiana","cotton","cotton"
"1175","R_23dV9ear4S6W6fJ","arkansas","seafood","crawfish"
"1176","R_23dV9ear4S6W6fJ","arkansas","seafood","fish"
"1177","R_1FrCEvz8nSq3hGm","mississippi","seafood","fish"
"1178","R_1FrCEvz8nSq3hGm","mississippi","soybeans","soybeans"
"1179","R_1FrCEvz8nSq3hGm","mississippi","rice","rice"
"1180","R_1FrCEvz8nSq3hGm","mississippi","blueberries","blueberries"
"1181","R_4122pULWc2xS29H","missouri","pork","pork"
"1182","R_w0pWeIZ2JrApeRr","tennessee","corn","corn"
"1183","R_XU14LyhgEI1np9n","missouri","corn","corn"
"1184","R_2SfaKSu6fPRKT7v","missouri","wheat","wheat"
"1185","R_3qmFy0RMtqnE2hH","arkansas","rice","rice"
"1186","R_3a92ut2TIwNOaGJ","arkansas","corn","corn"
"1187","R_8BRHMUYOoWNBh6x","arkansas","cotton","cotton"
"1188","R_8BRHMUYOoWNBh6x","arkansas","soybeans","soybeans"
"1189","R_8BRHMUYOoWNBh6x","arkansas","rice","rice"
"1190","R_2fEcf88mdq0zmbQ","mississippi","msseafood","msseafood"
"1191","R_e2P9tSW1Xux7pAd","tennessee","sugarcane","sugarcane"
"1192","R_p4vn9sBKaFK2KLT","mississippi","corn","corn"
"1193","R_1hA1HfyZPcfmguv","louisiana","dumpling","dumpling coffee lemonade"
"1194","R_1hA1HfyZPcfmguv","louisiana","coffee","dumpling coffee lemonade"
"1195","R_1hA1HfyZPcfmguv","louisiana","lemonade","dumpling coffee lemonade"
"1196","R_12L7keWAk04rKcv","missouri","corn","corn watermelon"
"1197","R_12L7keWAk04rKcv","missouri","watermelon","corn watermelon"
"1198","R_324uk4cTGnhJUiH","arkansas","rice","rice"
"1199","R_3EAPJUPq6iYpe7C","mississippi","blueberries","blueberries"
"1200","R_1Q6EU7McUiSRU1B","tennessee","oranges","oranges"
"1201","R_2ctryJJhfMG9AoT","tennessee","soybeans","soybeans"
"1202","R_2ctryJJhfMG9AoT","tennessee","greenbeans","greenbeans"
"1203","R_2ctryJJhfMG9AoT","tennessee","corn","corn"
"1204","R_2zu0Iw5YWCLbMP7","tennessee","corn","corn"
"1205","R_ph0Xz7Rf2l6njhf","missouri","grapes","grapes"
"1206","R_3qpuiYKBzHqS7rs","tennessee","tomatoes","tomatoes"
"1207","R_3Mta16ymTMQQ45l","louisiana","cotton","cotton
soybeans
corn"
"1208","R_3Mta16ymTMQQ45l","louisiana","soybeans","cotton
soybeans
corn"
"1209","R_3Mta16ymTMQQ45l","louisiana","corn","cotton
soybeans
corn"
"1210","R_27UzGYLnPDfwslv","mississippi","corn","corn"
