duration,ResponseId,Q2,Q3_1,Q4_1,Q5_1,Q6_1,Q7_1,Q8,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q10_8,Q10_9,Q10_10,Q10_11,Q11,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_15,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q16,Q17,Q18_5,Q21
278,R_5MPXFpPGQNpAoM0,South Carolina,4.25,2.5,1.75,1.5,0.5,Strongly agree,5,5,3,3,5,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,I don't know.,I don't know.,Locally grown is superior.,I don't know.,I don't know.,Western Mississippi ,,,,,,,,,,Mississippi,,,,,,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",200,Supermarket
264,R_50MzHeTvKGvLyHK,Alabama,5.25,1.75,2.5,1.1,0.35,Somewhat agree,5,4,4,4,4,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,down south,Alabama,,,,,,,Louisiana,,Mississippi,,,,Tennessee,,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",101,Farmers Market
1479,R_1uNwwPkrQ99RJex,Oregon,3.5,1,2.25,0.8,0.3,Somewhat agree,4,4,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,Agriculturally rich,,Arkansas,Illinois,,,,Kentucky,Louisiana,,Mississippi,,,,Tennessee,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",143,Supermarket
453,R_5j6whQexUEJyvFX,Arizona,3.5,1,1.5,0.5,0.05,Somewhat agree,5,3,5,5,5,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,I don't know.,Lush green sunny ,Alabama,,,,,,,,,Mississippi,,,,Tennessee,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",45,Farmers Market
544,R_7m3tESujlKxsuo9,Delaware,3,2.5,1.75,1.5,0.25,Strongly agree,5,5,3,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,Very warm,,,,,,,,,,Mississippi,,,,,,35 - 44,Female,White,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",200,Supermarket
2297,R_17bVUpYq6STaZzP,Indiana,2.75,1,1.75,0.4,0.25,Strongly agree,5,5,3,3,4,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Don't know anything about it ,,,,,,,,,,Mississippi,,,,,,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",105,Supermarket
351,R_52D4JUznFrF3paI,Virginia,3.5,1,1,1,0.15,Neither agree nor disagree,4,4,4,4,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,I don't know.,They are about the same.,I don't know.,I don't know.,Good area to farm ,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",183,Supermarket
336,R_5bOy7C2PXF1ETTW,Georgia,2.75,1.25,1.75,0.7,0.25,Strongly agree,3,4,2,3,3,I don't know.,Locally grown is superior.,I don't know.,I don't know.,Locally grown is superior.,I don't know.,Locally grown is superior.,I don't know.,Locally grown is inferior,I don't know.,I don't know.,Not familiar,,Arkansas,,,,,,,,Mississippi,,,,,,25 - 34,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",60,Supermarket
1963,R_5FCyv0E51yqqX2k,Michigan,3.5,1,1.5,0.7,0.25,Neither agree nor disagree,4,5,3,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Hot and muggy,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",144,Supermarket
221,R_3NHIYVapauKeDlv,Florida,3.75,1,1.75,0.7,0.25,Strongly agree,3,2,4,4,4,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is superior.,They are about the same.,I don't know.,I don't know.,I don't know.,I don't know.,I don't know.,I am not sure of the Mississippi Delta Region,Alabama,,,,,,,,,Mississippi,,,,,,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",183,Supermarket
311,R_1kQZ2cs2cS1Vffr,California,3.5,1.5,1.5,0.6,0.2,Somewhat agree,3,3,3,4,4,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,I don't know.,I don't know.,i dont know ,,,,,,,,,,Mississippi,,,,,,25 - 34,Male,White,,,,,,,,,,,,,,,"Yes, Mexican, Mexican American, Chicano","$20,000 - $29,999",144,Supermarket
517,R_7ivVgkDSapbG5CU,South Carolina,3,1.5,1.75,1,0.4,Strongly agree,5,3,3,4,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,Fertile farms and fishing,,,,,,,,Louisiana,,Mississippi,Missouri,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",50,Farmers Market
456,R_61ZSTKB0giL2yqC,Pennsylvania,3.25,1,1.25,0.5,0.25,Strongly agree,5,5,3,3,5,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is inferior,I don't know.,Locally grown is inferior,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is inferior,Locally grown is superior.,No idea ,Alabama,,,,,,,,,Mississippi,,,,,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",30,Supermarket
249,R_6SfGHOp1hGLgzVT,Pennsylvania,3.5,1,1.75,0.5,0.3,Strongly agree,4,5,1,1,4,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,I don't know.,They are about the same.,Fertile farmland ,,Arkansas,,,,,,Louisiana,,Mississippi,Missouri,,,Tennessee,,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",200,Supermarket
285,R_7AqIsGOxOXeFTH3,Illinois,3,1.25,2,0.5,0.3,Strongly agree,4,4,3,3,3,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Southmost end of Mississippi River,,,,,,,,Louisiana,,,,,,,,75 - 84,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",53,Supermarket
344,R_1Ico7bcFmYz6yLo,Ohio,4.25,1.75,2.25,0.8,0.35,Strongly agree,5,5,3,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Fertile and rich soil,Alabama,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",75,Supermarket
324,R_1BnXhHKU5y7G4bz,Hawaii,3,0.75,1.5,0.8,0.3,Somewhat agree,5,4,3,3,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,I don't know.,I don't know.,Locally grown is superior.,I don't know.,I don't know.,Southern states,Alabama,Arkansas,,,,,,,,Mississippi,,,,,,55 - 64,Female,,,,,Native Hawaiian,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",141,Supermarket
176,R_7gO7ivoypq4OuF8,Texas,2.75,1.25,1.75,0.7,0.25,Somewhat agree,3,3,2,3,3,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,friendly open,,,,,,,,,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",100,Supermarket
301,R_61cKzxMHtSojj1E,Florida,2.5,1.25,1.75,0.7,0.25,Strongly agree,4,5,3,2,4,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is inferior,Locally grown is inferior,They are about the same.,Locally grown is inferior,They are about the same.,Locally grown is inferior,yazoo river,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",101,Supermarket
338,R_3CpWsaljXSCj0Kl,Arizona,3,1,1,0.5,0.2,Strongly agree,5,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,I don't know.,I don't know.,Locally grown is superior.,I don't know.,I don't know.,Moist Fertile,,,,,,,,Louisiana,,Mississippi,,,,,,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",100,Supermarket
1605,R_5ZHuEBwpb92rAzE,Texas,4.25,1.25,1.75,0.7,0.25,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Really big,,,,,,,,Louisiana,,Mississippi,,,,Tennessee,,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",40,Supermarket
221,R_30JFtU8kpCvYdM5,Minnesota,4.5,2.25,3.25,1.4,0,Strongly agree,5,5,5,3,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,to far away to support local,,,,,,,,,,Mississippi,,,,,,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",40,Farmers Market
330,R_1CAQD4GTT6OYm0n,Pennsylvania,4.5,1.5,1,0.5,0.15,Strongly agree,5,5,3,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,Very good area for growing crops ,Alabama,Arkansas,,,,,,,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$30,000 - $39,999",200,Supermarket
390,R_1dEoqq3XCrq9jy1,Florida,2.75,1.5,2,0.9,0.3,Strongly agree,5,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,I don't know.,They are about the same.,Locally grown is superior.,Locally grown is inferior,Locally grown is superior.,Locally grown is superior.,I don't know.,I don't know.,Hot humid,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",135,Supermarket
181,R_6NOFe7mtgkHS6Tn,Minnesota,3.75,1.25,1.5,0.7,0.25,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,I don't know.,I don't know.,South,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",70,Supermarket
390,R_5Jm8ugpsxZFYAb8,California,4.25,1.75,1.75,0.7,0.25,Strongly disagree,5,5,3,5,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,I don't know.,I don't know.,They are about the same.,I don't know.,I don't know.,Important food source ,Alabama,Arkansas,,,,,Kentucky,,,Mississippi,,,,Tennessee,,55 - 64,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",166,Supermarket
206,R_1au8P5yWNtmTAzL,California,3.75,1,1,0.4,0.15,Somewhat disagree,2,4,3,3,2,Locally grown is superior.,Locally grown is superior.,I don't know.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is inferior,They are about the same.,Good stuff,,Arkansas,,,,,,,,,,,Oklahoma,,,25 - 34,Male,,,,Asian Indian,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",60,Health/Natural Food Store
251,R_6NWDtsICXXMXpI6,Texas,4.5,1.5,1.75,0.8,0.25,Strongly agree,5,5,4,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is inferior,They are about the same.,Locally grown is superior.,Very nice ,,,,,,,,Louisiana,,Mississippi,Missouri,,,,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",200,Farmers Market
582,R_5c7xeaytSgk0hbX,Georgia,3,0.5,1.75,0.7,0.25,Strongly agree,5,3,4,4,5,I don't know.,Locally grown is superior.,They are about the same.,I don't know.,They are about the same.,They are about the same.,I don't know.,I don't know.,They are about the same.,I don't know.,Locally grown is superior.,Biologically diverse ,,,,,,,,Louisiana,,Mississippi,,,,,,75 - 84,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",78,Supermarket
317,R_5XobuZbw1R2t96h,California,3.25,1.25,1.75,0.7,0.5,Somewhat disagree,5,5,5,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is inferior,Locally grown is superior.,Locally grown is inferior,Locally grown is inferior,Locally grown is superior.,Hot muggy,,,,,,,,,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",122,Supermarket
177,R_7Fn49VUeFvcN2Cp,Alabama,4.5,1.25,2,0.7,0.25,Strongly agree,4,4,4,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,I don't know.,Not sure ,,,,,,,,,,Mississippi,,,,,,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",26,Supermarket
225,R_3HobB1N6GExMSNm,North Carolina,4,1,2,0.7,0.25,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is inferior,Locally grown is superior.,Locally grown is superior.,poor and wet,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,55 - 64,Male,White,,,,,,,,,Vietnamese,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",80,Farmers Market
667,R_11giDdaW4oJHQmE,Illinois,3.75,1.5,1.25,0.7,0.25,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,vast and diverse,,,Illinois,,,,,Louisiana,,Mississippi,Missouri,,,Tennessee,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",140,Supermarket
336,R_62meP3vhKOG3AFe,Pennsylvania,4.5,1.5,2,0.9,0.35,Strongly agree,4,5,3,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,wetlands and forest,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",86,Supermarket
592,R_5h47I7NWviv7QWa,Florida,3.5,1.75,1.25,1,0.35,Somewhat agree,3,3,3,3,4,Locally grown is superior.,Locally grown is superior.,They are about the same.,I don't know.,I don't know.,They are about the same.,I don't know.,I don't know.,Locally grown is superior.,I don't know.,I don't know.,good soil for crops ,Alabama,Arkansas,,,,,,,,Mississippi,,,,Tennessee,,45 - 54,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",161,Supermarket
345,R_7qU8LQdzN3NBPDJ,Kansas,4.5,1.75,2.5,1,0.4,Strongly agree,5,5,4,5,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,A great growing area ,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,35 - 44,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",200,Supermarket
261,R_1rJlfPjMilx7Rmd,Florida,2.25,0,2,0.8,0.3,Strongly agree,4,5,3,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,I don't know.,I don't know.,Lower southeast of the US next to Alabama,,Arkansas,,,,Kansas,,,,Mississippi,,,Oklahoma,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",200,Supermarket
289,R_6GDHNdVaMiLrOMx,New Jersey,2.25,1.25,1.75,0.8,0.25,Strongly agree,4,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,I don't know.,Locally grown is superior.,I don't know.,I don't know.,Fine,Alabama,,,,,,,,,Mississippi,,,,,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",150,Supermarket
123,R_7V2VTogzSZeBxhP,North Carolina,3.25,1.25,1.25,0.5,0.15,Somewhat agree,3,3,3,3,3,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,I don't know ,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,18 - 24,Female,,Black or African American,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","Less than $10,000",18,Convenience/Corner Store
207,R_6hFsUa6XOqF61vl,Pennsylvania,2.5,0.5,1.5,0.5,0.3,Strongly agree,5,5,3,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Not much,Alabama,,,,,,Kentucky,Louisiana,,Mississippi,,,,,,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",60,Supermarket
2200,R_5YQENLnYqDnid5b,South Carolina,3.75,1,1.5,0.5,0.2,Neither agree nor disagree,4,3,2,3,3,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,They are about the same.,They are about the same.,Locally grown is inferior,Locally grown is inferior,They are about the same.,Locally grown is inferior,Locally grown is inferior,part of an alluvial plain,,,,,,,,,,Mississippi,,,,,,35 - 44,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",41,Supermarket
398,R_7DMhDfhheOMeBKD,Pennsylvania,4.75,1.75,2.25,0.9,0.35,Strongly agree,5,5,4,5,4,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Fertile,,,Illinois,,Iowa,Kansas,,Louisiana,,Mississippi,Missouri,,,Tennessee,,75 - 84,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",100,Farmers Market
602,R_5G8vWNesuIoWXOZ,Florida,2.75,1,1.25,0.7,0.35,Strongly agree,3,5,1,5,1,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,I don't know.,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,Growing ,,,,,,,,Louisiana,,Mississippi,,,,Tennessee,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",120,Direct from a Producer
265,R_7KNulD8kgKDhQb9,California,3,0.75,1.75,0.5,0.25,Strongly agree,2,5,1,1,4,They are about the same.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is inferior,They are about the same.,Locally grown is superior.,Green plenty of water ,Alabama,,,,,,,Louisiana,,,,,,,,55 - 64,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$100,000 - $149,999",99,Supermarket
424,R_3adjIBUcetsH6Wl,Nevada,4.25,1,1.75,0.5,0.25,Strongly agree,4,5,3,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,Locally grown is superior.,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is inferior,Locally grown is superior.,I don't know.,Mississippi river ,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,45 - 54,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","More than $150,000",140,Supermarket
112,R_7k4hJ2jDDB2MLPH,California,3.25,0.75,2.5,0.5,0.2,Somewhat disagree,3,3,4,4,4,Locally grown is inferior,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,I don't know.,They are about the same.,Locally grown is superior.,They are about the same.,I don't know.,Locally grown is superior.,wet and outside,,,,,,,,,,Mississippi,Missouri,,,,,18 - 24,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",94,Supermarket
147,R_7ZP3c6bfrFJxFB8,California,3.5,1,1.5,0.6,0.2,Somewhat agree,5,4,4,5,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,I don't know.,I don't know.,Locally grown is superior.,I don't know.,I don't know.,Southern hospitality ,Alabama,,,,,,,Louisiana,,Mississippi,,,,,,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$20,000 - $29,999",121,Farmers Market
224,R_7hngqGtVK5dAxNo,Missouri,5,2.25,2.25,0.3,0,Somewhat disagree,3,4,4,3,5,They are about the same.,They are about the same.,They are about the same.,I don't know.,Locally grown is inferior,Locally grown is superior.,I don't know.,Locally grown is superior.,Locally grown is inferior,They are about the same.,Locally grown is superior.,big city,,,,,,,,,,,Missouri,,,,,25 - 34,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",147,Supermarket
393,R_5ofZ8hfMNXA0uJ3,Washington,2.75,1.5,2,0.9,0.3,Strongly agree,5,5,3,3,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Near Graceland,,Arkansas,,,,,,,,Mississippi,,,,Tennessee,,45 - 54,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$90,000 - $99,999",80,Supermarket
145,R_5dKEuDTxPIBtmCw,Texas,5.25,1.5,3.25,0.8,0.4,Neither agree nor disagree,2,2,2,1,2,Locally grown is superior.,I don't know.,Locally grown is superior.,I don't know.,I don't know.,I don't know.,I don't know.,Locally grown is superior.,I don't know.,Locally grown is superior.,I don't know.,Texas,,Arkansas,,,,,,,,,,,Oklahoma,,,25 - 34,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$60,000 - $69,999",48,Health/Natural Food Store
1124,R_6hDLTAd1BDnIYeZ,South Carolina,4.25,1,1.5,0.6,0.25,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,Locally grown is superior.,They are about the same.,Locally grown is superior.,I don't know.,Locally grown is superior.,don't know,,,,,,,,,,Mississippi,,,,,,65 - 74,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$70,000 - $79,999",120,Food Co-op
326,R_1qrZefr34Uohazt,Illinois,3.25,1.25,1.25,0.7,0.25,Strongly agree,5,5,4,4,5,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,Locally grown is superior.,Locally grown is superior.,They are about the same.,They are about the same.,They are about the same.,They are about the same.,not sure,,,,,,,,Louisiana,,Mississippi,,,,,,65 - 74,Male,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$40,000 - $49,999",103,Farmers Market
354,R_3ZSf7JXRpA2pH57,Connecticut,3,0,1.75,0,0.25,Strongly agree,5,5,3,4,4,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Locally grown is inferior,Great region,,Arkansas,,,,,,Louisiana,,Mississippi,,,,,,55 - 64,Female,White,,,,,,,,,,,,,,,"No, not of Hispanic, Latino, or Spanish origin","$50,000 - $59,999",156,Supermarket
